,Actual_Job_Link,Company_Name,Design_Role,Doctorate,Functional_Area,Industry,Job_Application,Job_Post,Job_Title,Job_View,Key_Skills,Location,Num_Openings,PG,Role_Category,Skill_Experience,UG,min_experience,max_experience,min_salary,max_salary,Job_Title_lower,Position_Rank,Actual_Job_Title,Company_Name_lower,Company,Doc_require,PG_require,UG_require,Location_clean,loc_Bengaluru,loc_Delhi,loc_Mumbai,loc_Hyd,loc_Pune,loc_Kol,loc_Chennai
0,https://www.naukri.com/job-listings-Data-Scientist-Perl-python-niki-ai-Bengaluru-3-to-6-years-181017900094,niki.ai,Data Analyst,Doctorate Not Required,Analytics & Business Intelligence,IT-Software  /    Software Services,10,0,Data Scientist - Perl/python,10,"Machine Learning,Python,Data Analysis,Statistical Analysis,Algorithms,Software Development,Application Software,Perl,Ruby,data ingestion ",Bengaluru,,"M.Tech - Any Specialization, MS/M.Sc(Science) - Any Specialization",Analytics & BI,"Qualifications and Skills :1. B.tech/MS or equivalent degree in a quantitative discipline.2. 3-5 years of experience in a relevant industry.3. Building and maintaining data ingestion and processing pipelines.4. Familiarity and ease in using at least one of the scripting languages - Python, Perl, Ruby etc.5. Ability to coordinate and work with multiple departments",B.Tech/B.E. - Any Specialization,3.0,6.0,,,data scientist - perl/python,mid_level,data scientist,niki.ai,niki.ai,No,Yes,Yes,Bengaluru,Bengaluru,,,,,,
1,https://www.naukri.com/job-listings-Data-Scientist-Brillio-Technologies-Pvt-Ltd-Bengaluru-2-to-5-years-161017902217,Brillio Technologies Pvt. Ltd,Research Scientist,,"Medical   ,     Healthcare   ,     R&D   ,     Pharmaceuticals   ,     Biotechnology",IT-Software  /    Software Services,14,1,Data Scientist,166,"Analytics,Data analysis,Python,Visualization,Algorithms,Text mining,Analytical techniques,big data,Business Executive,SAS SQL ",Bengaluru,,Post Graduation Not Required,R&D,,Any Graduate - Any Specialization,2.0,5.0,,,data scientist,mid_level,data scientist,brillio technologies pvt. ltd,brillio technologies pvt. ltd,Yes,No,Yes,Bengaluru,Bengaluru,,,,,,
2,https://www.naukri.com/job-listings-Senior-Data-Scientist-Data-Scientist-Knorex-India-Pune-Hadapsar-3-to-6-years-181017000490,Knorex India,System Analyst,Doctorate Not Required,IT Software - System Programming,IT-Software  /    Software Services,10,0,"Senior Data Scientist, Data Scientist,",10,"python,machine learning,r,algorithms,java,marketing,analytics,predictive modeling,advertising,statistical analysis,data management,data analysis ",Pune(Hadapsar),1.0,"M.Tech - Computers, Post Graduation Not Required",Programming & Design,Please refer to the Job description above,B.Tech/B.E. - Computers,3.0,6.0,425000.0,925000.0,"senior data scientist, data scientist,",senior,data scientist,knorex india,knorex india,No,No,Yes,Pune(Hadapsar),,,,,Pune,,
3,https://www.naukri.com/job-listings-Data-Scientist-GoPaisa-Netventures-Pvt-Ltd-New-Delhi-Jasola-3-to-5-years-161017900264,GoPaisa Netventures Pvt Ltd,Database Architect/Designer,Doctorate Not Required,"IT Software - eCommerce   ,     Internet Technologies",Internet  /    Ecommerce,10,2,Data Scientist,108,"mysql,solr,git,web technologies,performance tuning,data scientist,data Structure,design,databases,Linux,agile ","New Delhi,    Jasola",,"M.Tech - Any Specialization, MCA - Computers",Programming & Design,"Qualification	-B-Tech , MCA , M-Tech",B.Tech/B.E. - Any Specialization,3.0,5.0,,,data scientist,mid_level,data scientist,gopaisa netventures pvt ltd,gopaisa netventures pvt ltd,No,Yes,Yes,"New Delhi,    Jasola",,Delhi NCR,,,,,
4,https://www.naukri.com/job-listings-Data-Engineer-analyst-scientist-Big-Data-IDS-Infotech-Ltd-Chandigarh-2-to-4-years-181017000683,IDS Infotech Ltd.,Software Developer,,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,10,0,Data Engineer/analyst/scientist (Big Data),10,"Big Data Engineer,Big Data Developer,Big Data Consultant ",Chandigarh,1.0,"M.Tech - Computers, MCA - Computers",Programming & Design,Please refer to the Job description above,"B.Tech/B.E. - Computers, BCA - Computers",2.0,4.0,400000.0,800000.0,data engineer/analyst/scientist (big data),mid_level,data scientist,ids infotech ltd.,ids infotech ltd.,Yes,Yes,Yes,Chandigarh,,,,,,,
5,https://www.naukri.com/job-listings-Data-Scientist-Inkredo-Startup-Gurgaon-1-to-3-years-171017901438,Inkredo - Startup,Database Architect/Designer,Doctorate Not Required,"IT Software - DBA   ,     Datawarehousing",Internet  /    Ecommerce,11,1,Data Scientist,68,"software solutions,data scientist,NLP,data science model,PostgreSQL,API development,relational database,Python,Django,Design ",Gurgaon,,Any Postgraduate - Any Specialization,Programming & Design,"Experience:  Experience in NLP, network analysis, or geospatial analysis  Experience with maintaining data science models in a production environmentRequirements:  Excellent ability to prioritize & communicate in a fast-paced environment  Experience in working on backend platforms using R, Python (Django)  Strong relational database experience (PostgreSQL)  Strong familiarity with AWS (EC2, S3, RDS, ELB)  Working knowledge in API development for mobile/ web use","Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization",1.0,3.0,,,data scientist,mid_level,data scientist,inkredo - startup,inkredo,No,Yes,Yes,Gurgaon,,Delhi NCR,,,,,
6,https://www.naukri.com/job-listings-Data-Scientist-SQL-Hive-Pig-xtLytics-Delhi-NCR-Noida-5-to-10-years-131017901845,xtLytics,DBA,Doctorate Not Required,"IT Software - DBA   ,     Datawarehousing",IT-Software  /    Software Services,36,5,Data Scientist - SQL/ Hive/ Pig,227,"Hive,Data Science,Machine Learning,R,SQL,Data Mining,Data Visualization,Algorithms,Data Collection,Communication Skills ","Delhi NCR,    Noida",,Any Postgraduate - Any Specialization,Admin/Maintenance/Security/Datawarehousing,"Education- A Bachelor's degree in a quantitative discipline, example Engineering, Mathematics, Statistics, etc. (Tier-1 is preference).Work Experience- A minimum of 5 Year fulltime work experience is required.Location: Noida","B.Tech/B.E. - Any Specialization, B.Sc - Any Specialization, Maths, Statistics, B.A - Any Specialization, Maths, Statistics",5.0,10.0,,,data scientist - sql/ hive/ pig,mid_level,data scientist,xtlytics,xtlytics,No,Yes,Yes,"Delhi NCR,    Noida",,Delhi NCR,,,,,
7,https://www.naukri.com/job-listings-Tacit-DDC-Lead-Data-Scientist-Shell-India-Markets-Private-Limited-Bengaluru-12-to-14-years-171017901222,Shell India Markets Private Limited,Data Analyst,Ph.D,Analytics & Business Intelligence,IT-Software  /    Software Services,10,1,Tacit- DDC- Lead Data Scientist,120,"data science,data analytics,agile,machine learning,lean,execution,project management,customer satisfaction,analytical ability,R,Python,MatLab,SAS ",Bengaluru,1.0,"MBA/PGDM - Any Specialization, M.Tech - Any Specialization, Computers, MS/M.Sc(Science) - Computers, Maths, Statistics",Analytics & BI,"Requirements:	Skills & Requirements:    Bachelor or master degree in statistics, mathematics, theoretical science, operational research or computer science    MBA/ PHD in relevant domain is strongly preferred    Experience- 12+ years    Significant experience in data science delivery in a corporate environment    Must have strong technical skills and direct, hands-on experience of developing advanced analytics algorithms/models.    Skilled in analytics    Skilled in data design integrity    Skilled in value exploitation    Awareness of lifecycle and data management is desirable    Awareness of information and data strategy and governance is desirable    Commercial skills are an advantage.    Have strong interpersonal, communication, facilitation and presentation skills. Is experienced in communicating with business at all levels.                                                                                                                                                                                            Job Experience Requirements:Candidates for the position should have experience in the delivery of analytics solutions within business or industry.Position requires business knowledge of:     Hands-on code development (R, Python, MatLab, SAS).    Use of advanced analytics technology in the context of application deployment    Expertise in data source extraction (ETL) is also strongly preferable (HANA, SQL, Oracle, SharePoint, Hadoop, Spark)Job Competence Requirements:These are maximum requirements so room should be allowed for in-role development.I&D Value Exploitation: SkillI&D Strategy & Governance: SkillI&D Design Integrity:SkillI&D Lifecycle & Quality Management:KnowledgeI&D Business Analytics: Mastery.","B.Tech/B.E. - Computers, B.Sc - Computers, Maths, Statistics",12.0,14.0,,,tacit- ddc- lead data scientist,senior,data scientist,shell india markets private limited,shell india markets private limited,Yes,Yes,Yes,Bengaluru,Bengaluru,,,,,,
8,https://www.naukri.com/job-listings-Data-Scientist-R-Statistical-Modelling-IIT-NIT-Kafal-Software-Delhi-NCR-4-to-9-years-131017901840,Kafal Software,Data Analyst,Doctorate Not Required,Analytics & Business Intelligence,IT-Software  /    Software Services,29,5,Data Scientist - R/ Statistical Modelling - IIT/ NIT,248,"Data Analysis,Data Mining,R,Statistical Modeling,Machine Learning,Advanced Analytics,Excel,Business Intelligence,Hadoop,Open Source ",Delhi NCR,,Any Postgraduate - Any Specialization,Analytics & BI,IITs and NITs preferred,B.Tech/B.E. - Any Specialization,4.0,9.0,,,data scientist - r/ statistical modelling - iit/ nit,mid_level,data scientist,kafal software,kafal software,No,Yes,Yes,Delhi NCR,,Delhi NCR,,,,,
9,https://www.naukri.com/job-listings-Data-Scientist-Digital-Intelligence-COE-FedEX-Express-Transportation-Supply-ChainServices-I-Pvt-Ltd-Mumbai-2-to-7-years-060917003158,FedEX Express Transportation & Supply ChainServices (I) Pvt Ltd,Other,Doctorate Not Required,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,954,0,Data Scientist -  Digital Intelligence COE,2500,"hadoop,hive,data analysis,oozie,flume,sql,sqoop,big data,cassandra,scala,spark,flink,hortonworks,map reduce,hbase,mongo db,NOSQL,Statistics,statistical modelling,Modelling,Data Scientist,Data Science ",Mumbai,,Post Graduation Not Required,Other,Please refer to the Job description above,"B.Tech/B.E. - Any Specialization, BCA - Computers, B.Sc - Computers, Electronics, Maths, Physics, Statistics",2.0,7.0,,,data scientist -  digital intelligence coe,mid_level,data scientist,fedex express transportation & supply chainservices (i) pvt ltd,fedex express transportation & supply chainservices (i) pvt ltd,No,No,Yes,Mumbai,,,Mumbai,,,,
10,https://www.naukri.com/job-listings-Looking-for-Data-Scientist-for-Chennai-Yellow-Box-HR-Services-Pvt-Ltd-Chennai-6-to-11-years-171017005165,Yellow Box HR Services Pvt. Ltd.,Data Analyst,Doctorate Not Required,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,10,1,Looking for Data Scientist for Chennai,80,"Text Analytics,Statistical Modeling,R,Machine Learning,SAS,Python,Data Analytics,Data Scientist,data science,analytics,statistics ",Chennai,,Post Graduation Not Required,Analytics & BI,Please refer to the Job description above,Any Graduate - Any Specialization,6.0,11.0,,,looking for data scientist for chennai,mid_level,data scientist,yellow box hr services pvt. ltd.,yellow box hr services pvt. ltd.,No,No,Yes,Chennai,,,,,,,Chennai
11,https://www.naukri.com/job-listings-NLP-Scientist-Data-Mining-machine-Learning-Premium-India-5-to-10-years-171017901624,Premium  hiring for Client of Rinalytics Advisors,Data Analyst,"Ph.D - Maths, Statistics, Economics",Analytics & Business Intelligence,KPO  /    Research  /    Analytics,10,1,NLP Scientist - Data Mining/machine Learning,45,"machine learning,information retrieval,neural networks,nlp,data mining,regression analysis,Data Analyst ",India,,"MS/M.Sc(Science) - Maths, Statistics, M.Tech - Any Specialization",Analytics & BI,,B.Tech/B.E. - Any Specialization,5.0,10.0,,,nlp scientist - data mining/machine learning,mid_level,data scientist,premium  hiring for client of rinalytics advisors,client of rinalytics advisors,Yes,Yes,Yes,India,,,,,,,
12,https://www.naukri.com/job-listings-Data-Scientist-It-internet-online-Premium-Delhi-NCR-Gurgaon-5-to-9-years-161017902522,Premium,Data Analyst,Doctorate Not Required,Analytics & Business Intelligence,IT-Software  /    Software Services,10,2,Data Scientist - It/internet/online,179,"Hive,HBase,NoSQL,Pig,Cassandra,Big Data,SQL,Machine Learning,Data Science,MongoDB ","Delhi NCR,    Gurgaon",,M.Tech - Any Specialization,Analytics & BI,Reporting To - Department Head Qualification - B.Tech or M.Tech Local candidates from NCR region will be preferred. Prior Work Experience : - Should have 5 to 9 yrs of experience - Should have minimum 3 years of experience as a Data Scientist,B.Tech/B.E. - Any Specialization,5.0,9.0,,,data scientist - it/internet/online,mid_level,data scientist,premium,job consultancy,No,Yes,Yes,"Delhi NCR,    Gurgaon",,Delhi NCR,,,,,
13,https://www.naukri.com/job-listings-SDM-BPS-Analytics-data-Scientist-BPO-Premium-Hyderabad-7-to-10-years-161017900934,Premium  hiring for Client of Elements Manpower Solutions,Analytics Manager,Doctorate Not Required,Analytics & Business Intelligence,BPO  /    Call Centre  /    ITES,10,2,SDM - BPS Analytics/data Scientist - BPO,172,"R,Pattern Recognition,SAS,Web Analytics,Digital Marketing,Linear Regression,Data Analysis,Predictive Modeling,Machine Learning,Contact Center ",Hyderabad,,"M.A - Statistics, Economics, MS/M.Sc(Science) - Statistics, MBA/PGDM - Finance, Systems",Analytics & BI,,Any Graduate - Any Specialization,7.0,10.0,,,sdm - bps analytics/data scientist - bpo,mid_level,data scientist,premium  hiring for client of elements manpower solutions,client of elements manpower solutions,No,Yes,Yes,Hyderabad,,,,Hyderabad,,,
14,https://www.naukri.com/job-listings-Data-Scientist-R-Python-with-Machine-Learning-Expert-Pune-Mississippi-Consultants-Pune-5-to-10-years-080917006060,Mississippi Consultants,Data Analyst,Ph.D - Advertising/Mass Communication,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,249,2,Data Scientist R & Python with Machine Learning Expert @ Pune,899,"r,python,Machine Learning ",Pune,10.0,"M.Tech - Any Specialization, MS/M.Sc(Science) - Any Specialization",Analytics & BI,Please refer to the Job description above,B.Tech/B.E. - Any Specialization,5.0,10.0,,,data scientist r & python with machine learning expert @ pune,mid_level,data scientist,mississippi consultants,mississippi consultants,Yes,Yes,Yes,Pune,,,,,Pune,,
15,https://www.naukri.com/job-listings-Principal-Data-Scientist-IIT-NIT-CA-India-Technologies-Private-Limited-Hyderabad-7-to-12-years-111017002473,CA (India) Technologies Private Limited,Team Lead/Technical Lead,,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,30,7,Principal Data Scientist - IIT / NIT,392,"Java,Product Sales,Software Development,Artificial Intelligence,MS SQL,Operating Systems,Software Engineering,Software Design,Machine Learning,Product Management ",Hyderabad,,,Programming & Design,Please refer to the Job description above,B.Tech/B.E. - Any Specialization,7.0,12.0,,,principal data scientist - iit / nit,mid_level,data scientist,ca (india) technologies private limited,ca (india) technologies private limited,Yes,No,Yes,Hyderabad,,,,Hyderabad,,,
16,https://www.naukri.com/job-listings-Senior-Data-Scientist-Bundl-Technologies-Pvt-Ltd-Bengaluru-3-to-6-years-131017900903,Bundl Technologies Pvt Ltd,Data Analyst,Doctorate Not Required,Analytics & Business Intelligence,BPO  /    Call Centre  /    ITES,16,5,Senior Data Scientist,229,"Data Science,Data Scientist,Python,R,Spark,machine learning,statistics ",Bengaluru,,"M.Tech - Computers, MCA - Computers, MS/M.Sc(Science) - Computers, Maths, Statistics",Analytics & BI,"What are we looking for?An ideal candidate should have strong depth and breadth of knowledge in different areas of machine learning, statistics as well as reasonable programming skills. Other desired skills and traits are:- Strong fundamentals in machine learning, general statistics and data science principles- Excellent problem solving skills, with ability to communicate even complex ideas in succinct manner- Strong work ethics like sense of collaboration and ownership, result orientation, being team player- Proficiency in Python, R, Spark or related tools used from data handling to modelling to implementing  Knowledge of statistical concepts related to data driven design like multivariate testing, DOEs- Experience in developing and implementing models/ algorithms in ecommerce/ consumer mobile app environment a plus- Previous experience in start-ups preferred- Masters or equivalent degree in Computer Science or Mathematics or Statistics, Applied Mathematics, or a related field with 1-5 yrs. experience or Bachelors with 2-6 yrs. experience in data sciences",Any Graduate - Any Specialization,3.0,6.0,,,senior data scientist,senior,data scientist,bundl technologies pvt ltd,bundl technologies pvt ltd,No,Yes,Yes,Bengaluru,Bengaluru,,,,,,
17,https://www.naukri.com/job-listings-Senior-Data-Scientist-SAP-India-Pvt-Ltd-Bengaluru-5-to-10-years-121017901778,SAP India Pvt.Ltd,Team Lead/Technical Lead,,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,11,6,Senior Data Scientist Job,258,"Database,Scientific,ERP,Engineer,Embedded,Engineering,Technology ",Bengaluru,,"M.Tech - Computers, MCA - Computers",Programming & Design,"M. S.  or Ph. D.  in Computer Science, Applied Mathematics, Statistics or related field  5 years professional experience in statistical modeling, machine learning, or data mining practice  SAP'S DIVERSITY COMMITMENT","B.Tech/B.E. - Computers, BCA - Computers, B.Sc - Computers",5.0,10.0,,,senior data scientist job,senior,data scientist,sap india pvt.ltd,sap india pvt.ltd,Yes,Yes,Yes,Bengaluru,Bengaluru,,,,,,
18,https://www.naukri.com/job-listings-Data-Scientist-Nlp-big-Data-spark-ColorTokens-Inc-Bengaluru-7-to-10-years-121017900911,ColorTokens Inc,Data Analyst,Doctorate Not Required,Analytics & Business Intelligence,IT-Software  /    Software Services,28,5,Data Scientist - Nlp/big Data/spark,332,"Python,Algorithms,Javascript,MongoDB,C++,SAS,Cassandra,SCALA,R,MATLAB,Data Scientist ",Bengaluru,,"MCA - Computers, MS/M.Sc(Science) - Computers, M.Tech - Computers",Analytics & BI,,B.Tech/B.E. - Computers,7.0,10.0,,,data scientist - nlp/big data/spark,mid_level,data scientist,colortokens inc,colortokens inc,No,Yes,Yes,Bengaluru,Bengaluru,,,,,,
19,https://www.naukri.com/job-listings-Data-Scientist-IBM-India-Pvt-Limited-Bengaluru-3-to-6-years-111017900841,IBM India Pvt. Limited,Bio/Pharma Informatics-Associate/Scientist,,"Medical   ,     Healthcare   ,     R&D   ,     Pharmaceuticals   ,     Biotechnology",IT-Software  /    Software Services,30,6,Data Scientist,285,"Python,SAS,Algorithms,Agile,Online marketing,Service,Consulting,Analytics,Data analysis,Healthcare ",Bengaluru,,Post Graduation Not Required,R&D,,Any Graduate - Any Specialization,3.0,6.0,,,data scientist,mid_level,data scientist,ibm india pvt. limited,ibm india pvt. limited,Yes,No,Yes,Bengaluru,Bengaluru,,,,,,
20,https://www.naukri.com/job-listings-Senior-Data-Scientist-Text-Mining-Molecular-connections-Bengaluru-4-to-5-years-111017900528,Molecular connections,Software Developer,Ph.D - Computers,"IT Software - Embedded   ,     EDA   ,     VLSI   ,     ASIC   ,     Chip Design",IT-Software  /    Software Services,72,6,Senior Data Scientist - Text Mining,448,"machine learning,natural language processing,text mining,r,artificial intelligence,data analytics,data scientist,data management,visualization,nlp,OpenNLP,LingPipe,UIMA,Solr,Lucene,MALLET,KNIME ",Bengaluru,,"M.Tech - Any Specialization, Computers, MS/M.Sc(Science) - Computers, MCA - Computers, Any Postgraduate - Any Specialization",Programming & Design,,Any Graduate - Any Specialization,4.0,5.0,,,senior data scientist - text mining,senior,data scientist,molecular connections,molecular connections,Yes,Yes,Yes,Bengaluru,Bengaluru,,,,,,
21,https://www.naukri.com/job-listings-Urgently-Hiring-for-Data-Scientist-Bebo-Technologies-Pvt-Ltd-Chandigarh-4-to-8-years-121017006738,Bebo Technologies Pvt Ltd.,Software Developer,,IT Software - Other,IT-Software  /    Software Services,16,6,Urgently Hiring for Data Scientist,266,"hadoop,hive,data analysis,sql database,mapreduce,data science,machine learning,spark,statistical modeling,data analyst,data mining,time series,java,python ",Chandigarh,1.0,"M.Tech - Any Specialization, MCA - Computers, MS/M.Sc(Science) - Any Specialization, Statistics",Programming & Design,Please refer to the Job description above,"B.Tech/B.E. - Any Specialization, Computers, Electrical",4.0,8.0,,,urgently hiring for data scientist,mid_level,data scientist,bebo technologies pvt ltd.,bebo technologies pvt ltd.,Yes,Yes,Yes,Chandigarh,,,,,,,
22,https://www.naukri.com/job-listings-Data-Scientist-Decision-Minds-India-P-Ltd-Chennai-5-to-10-years-060617003796,Decision Minds India (P) Ltd,Other,,Analytics & Business Intelligence,IT-Software  /    Software Services,1500,6,Data Scientist,2500,"Hive,Data Science,SQL,R,Machine Learning,Data Mining,Analytics,Statistics,SAS ",Chennai,,,Other,Please refer to the Job description above,Any Graduate - Any Specialization,5.0,10.0,,,data scientist,mid_level,data scientist,decision minds india (p) ltd,decision minds india (p) ltd,Yes,No,Yes,Chennai,,,,,,,Chennai
23,https://www.naukri.com/job-listings-Artificial-Intelligence-Specialist-data-Scientist-associate-Principal-Accenture-Solutions-Pvt-Ltd-Bengaluru-5-to-10-years-121017002936,Accenture Solutions Pvt Ltd,Head/VP/GM - Analytics & BI,"M.Phil., Other Doctorate, Ph.D",Analytics & Business Intelligence,KPO  /    Research  /    Analytics,11,6,Artificial Intelligence Specialist/data Scientist/associate Principal,312,"Machine Learning,Deep Learning,Natural Language Processing,Information Retrieval,NLP,Artificial Intelligence,Computer Vision,Algorithms,Research,Computer Architecture,Dialogue Interactive speech,text mining ",Bengaluru,24.0,"M.Tech, MCA, Other",Senior Management,Please refer to the Job description above,"B.Tech/B.E., B.Ed, BCA - Computers, B.Sc",5.0,10.0,,,artificial intelligence specialist/data scientist/associate principal,mid_level,data scientist,accenture solutions pvt ltd,accenture solutions pvt ltd,Yes,Yes,Yes,Bengaluru,Bengaluru,,,,,,
24,https://www.naukri.com/job-listings-Data-Scientist-Sr-Level-ICs-ManpowerGroup-Services-India-Private-Limited-Bengaluru-10-to-20-years-300917001477,ManpowerGroup Services India Private Limited  hiring for One of the leading Internet/ecommerce Companies,Data Analyst,,Analytics & Business Intelligence,Internet  /    Ecommerce,178,2,Data Scientist (Sr. Level ICs),1120,"Demand Forecasting,Time Series,Statistical Analysis,Supply Chain,Data Science,Fraud Detection,Key Skills ",Bengaluru,,,Analytics & BI,Please refer to the Job description above,"Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization, Computers",10.0,20.0,,,data scientist (sr. level ics),senior,data scientist,manpowergroup services india private limited  hiring for one of the leading internet/ecommerce companies,one of the leading internet/ecommerce companies,Yes,No,Yes,Bengaluru,Bengaluru,,,,,,
25,https://www.naukri.com/job-listings-Data-Scientist-Sas-sql-spss-Talpro-Delhi-NCR-Bengaluru-8-to-12-years-241016900804,Talpro,Software Developer,,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,199,6,Data Scientist - Sas/sql/spss,1323,"SAS SQL,SPSS,C,Statistical Analysis,Statistics,Analytics,Front End ","Delhi NCR,    Bengaluru",,MBA/PGDM - Any Specialization,Programming & Design,,"B.Tech/B.E. - Any Specialization, B.Sc - Any Specialization, Maths, Statistics, Computers, B.A - Any Specialization, Economics, Maths, Statistics",8.0,12.0,,,data scientist - sas/sql/spss,mid_level,data scientist,talpro,talpro,Yes,Yes,Yes,"Delhi NCR,    Bengaluru",Bengaluru,Delhi NCR,,,,,
26,https://www.naukri.com/job-listings-Data-Scientist-Sas-sql-spss-Talpro-Delhi-NCR-Bengaluru-8-to-12-years-240816901314,Talpro,Software Developer,,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,302,6,Data Scientist - Sas/sql/spss,1367,"SAS SQL,SPSS,C,Excel Powerpoint,Statistical Analysis,Econometrics,Statistics,Web Technologies,Analytics,Front End,SAS,SQL,Databases ","Delhi NCR,    Bengaluru",,MBA/PGDM - Any Specialization,Programming & Design,Please refer to the Job description above,"B.Tech/B.E. - Any Specialization, Computers, B.Sc - Maths",8.0,12.0,,,data scientist - sas/sql/spss,mid_level,data scientist,talpro,talpro,Yes,Yes,Yes,"Delhi NCR,    Bengaluru",Bengaluru,Delhi NCR,,,,,
27,https://www.naukri.com/job-listings-Data-Scientist-Sas-sql-spss-TalPro-Delhi-NCR-Bengaluru-8-to-12-years-210915901140,TalPro,Data Analyst,,Analytics & Business Intelligence,IT-Software  /    Software Services,151,6,Data Scientist - Sas/sql/spss,1075,"SAS SQL,SPSS,C,Statistical Analysis,Econometrics,Statistics,Web Technologies,Analytics,Front End,Data Scientist,SAS,Product Development ","Delhi NCR,    Bengaluru",,MBA/PGDM - Any Specialization,Analytics & BI,,"B.Tech/B.E. - Computers, B.Sc - Computers, Maths, Statistics",8.0,12.0,,,data scientist - sas/sql/spss,mid_level,data scientist,talpro,talpro,Yes,Yes,Yes,"Delhi NCR,    Bengaluru",Bengaluru,Delhi NCR,,,,,
28,https://www.naukri.com/job-listings-Data-Scientist-SAS-SQL-SPSS-TalPro-Bengaluru-Delhi-NCR-8-to-12-years-180216900301,TalPro,Data Analyst,,Analytics & Business Intelligence,IT-Software  /    Software Services,263,6,Data Scientist - SAS / SQL / SPSS,1135,"SAS SQL,SPSS,Excel Powerpoint,Statistical Analysis,Econometrics,Statistics,Analytics,Business Case,Product Development,Business Consulting ","Bengaluru,    Delhi NCR",,MBA/PGDM - Any Specialization,Analytics & BI,,"B.Tech/B.E. - Any Specialization, Computers, B.Sc - Any Specialization, Computers, Maths, Statistics, B.A - Any Specialization, Economics, Maths, Statistics",8.0,12.0,,,data scientist - sas / sql / spss,mid_level,data scientist,talpro,talpro,Yes,Yes,Yes,"Bengaluru,    Delhi NCR",Bengaluru,Delhi NCR,,,,,
29,https://www.naukri.com/job-listings-Urgent-Requirement-for-a-Data-Scientist-M-S-Myriad-Consuting-Navi-Mumbai-2-to-5-years-131017003642,M/S. Myriad Consuting  hiring for Hireajackal,Other,Doctorate Not Required,Analytics & Business Intelligence,Strategy  /    Management Consulting Firms,15,5,Urgent Requirement for a Data Scientist,143,"data scientist,senior data scientist,decision scientist,kmeans,svm,machine learning,natural language processing,ml,nlp,data modeling,data analysis,data visualization,web scrapping ",Navi Mumbai,1.0,Post Graduation Not Required,Other,"Strong experience in Machine Learning and Natural Language ProcessingIf interested, kindly mail your updated CV on kshitija.pradhan@hireajackal.com or call on 829 189 7343",Any Graduate,2.0,5.0,,,urgent requirement for a data scientist,mid_level,data scientist,m/s. myriad consuting  hiring for hireajackal,hireajackal,No,No,Yes,Navi Mumbai,,,Mumbai,,,,
30,https://www.naukri.com/job-listings-Software-Engineer-data-Scientist-Client-Of-Sampoorna-Mumbai-2-to-5-years-121017901025,Client Of Sampoorna,Software Developer,,IT Software - Other,IT-Software  /    Software Services,25,6,Software Engineer (data Scientist),145,"Data Scientist,R,Python ",Mumbai,,"MCA - Computers, MS/M.Sc(Science) - Computers, Other, M.Tech - Computers, Other Engineering",Programming & Design,"Candidate Experience Should Be : 2 To 5 Candidate Degree Should Be : BE-Comp/ IT, BE-Other, BTech-Comp/ IT, BTech-Other, MCA, MCM, MCS, ME-Comp/ IT, ME-Other, MIS, MIT, MSc-Comp/ IT, MS-Comp/ IT, MSc-Other, MS-Other, MTech-Comp/ IT, MTech-Other",B.Tech/B.E. - Computers,2.0,5.0,,,software engineer (data scientist),mid_level,data scientist,client of sampoorna,client of sampoorna,Yes,Yes,Yes,Mumbai,,,Mumbai,,,,
31,https://www.naukri.com/job-listings-Data-Scientist-KPO-Premium-Chennai-3-to-8-years-121017900418,Premium  hiring for Client of Red Rock,Data Analyst,Doctorate Not Required,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,10,5,Data Scientist - KPO,151,"java,c++,php,mysql,neural networks,artificial intelligence,python,Data Analyst,R,SAS,MATLAB,SPSS,CPLEX,GAMS,Gauss,VBA,Tableau,Spotfire ",Chennai,,Any Postgraduate - Any Specialization,Analytics & BI,,Any Graduate - Any Specialization,3.0,8.0,,,data scientist - kpo,mid_level,data scientist,premium  hiring for client of red rock,client of red rock,No,Yes,Yes,Chennai,,,,,,,Chennai
32,https://www.naukri.com/job-listings-Senior-Data-Scientist-KPO-Premium-Chennai-5-to-10-years-121017900417,Premium  hiring for Client of Red Rock,Data Analyst,Doctorate Not Required,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,10,5,Senior Data Scientist - KPO,127,"java,c++,php,mysql,neural networks,artificial intelligence,python,open source,machine learning,data analyst,data scientist,vba,tableau,spotfire,r,sas,matlab,spss ",Chennai,,Any Postgraduate - Any Specialization,Analytics & BI,,Any Graduate - Any Specialization,5.0,10.0,,,senior data scientist - kpo,senior,data scientist,premium  hiring for client of red rock,client of red rock,No,Yes,Yes,Chennai,,,,,,,Chennai
