,Job_Link,Job_Title,Company_Name,Experience,Location,SalaryI,Num_Openings,Job_Post,Job_Application,Job_View,Salary,Industry,Functional_Area,Role_Category,Design_Role,Key_Skills,Skill_Experience,UG,PG,Doctorate
509,https://www.naukri.com/job-listings-Senior-Business-Analyst-Career-Support-Consultancy-Indore-0-to-2-years-250817001554?src=jobsearchDesk&sid=15083913175376&xp=30,Senior Business Analyst,Career Support Consultancy,0 - 2 yrs,Indore,"90,000 - 2,00,000 P.A.",,Posted 25 days ago,35,611,"INR  90,000 - 2,00,000 P.A.",Other,"Sales   ,     Retail   ,     Business Development",Corporate Sales,Sales/Business Development Manager,"senior BA,Senior BDE,senior business development executive,senior sales manager,senior unit manager,senior sales business development,business development executive,business analyst,bde,leadership ","Same as job description
Contact :- 7223092197
E-mail :- mail2csc.hr@gmail.com",Any Graduate - Any Specialization,Post Graduation Not Required,Doctorate Not Required
510,https://www.naukri.com/job-listings-Senior-Business-Analyst-SAS-Tableau-sas-Analytics-KPO-HuQuo-Consulting-Pvt-Ltd-Bengaluru-2-to-5-years-300817004911?src=jobsearchDesk&sid=15083913175376&xp=31,Senior Business Analyst - SAS + Tableau/sas + Analytics - KPO,HuQuo Consulting Pvt. Ltd.,2 - 5 yrs,Bengaluru,Not Disclosed by Recruiter,,Posted 50 days ago,426,847,Not Disclosed by Recruiter,KPO  /    Research  /    Analytics,Analytics & Business Intelligence,Analytics & BI,Business Analyst,"Excel Powerpoint,Business Analysis,Tableau,SAS,Analytics,Problem Solving,Strong Communication Skills ",Please refer to the Job description above,B.Tech/B.E. - Any Specialization,,
511,https://www.naukri.com/job-listings-Senior-Business-Analyst-IT-Confidential-Bengaluru-3-to-6-years-170616901689?src=jobsearchDesk&sid=15083913175376&xp=32,Senior Business Analyst - IT,Confidential,3 - 6 yrs,Bengaluru,Not Disclosed by Recruiter,,Posted 20 days ago,659,1357,Not Disclosed by Recruiter,IT-Software  /    Software Services,Analytics & Business Intelligence,Analytics & BI,Business Analyst,"Detailing,Communication Skills,Data Migration,Business Analysis,Analytical Skills,Technical Skills,Problem Solving ",,"B.Tech/B.E. - Any Specialization, Computers",,
512,https://www.naukri.com/job-listings-Product-Analyst-Business-Analyst-Premium-Delhi-NCR-Gurgaon-3-to-6-years-220817901465?src=jobsearchDesk&sid=15083913175376&xp=35,Product Analyst/ Business Analyst,Premium  hiring for A Leading Client of Buzzhire,3 - 6 yrs,"Delhi NCR,    Gurgaon",Not Disclosed by Recruiter,,Posted 58 days ago,945,1437,Not Disclosed by Recruiter,IT-Software  /    Software Services,Analytics & Business Intelligence,Analytics & BI,Business Analyst,"Consumer Insights,Business Analysis,Product Analysis,Marketing,Market Research,Design Engineering,Product Conceptualization,Product Strategy,Sales,Product Development ","Requirements :- Masters in Engineering/Science or Masters Management degree- Solid experience in working in a product development team, and an environment that encourages new ideas and innovation- Hands on in defining objectives and producing deliverables in a fast-paced environment- Demonstrated experience of being involved in the full product development lifecycle, including product conceptualization, patent assessment, product line development, costing, prototyping, PRD development","Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization, B.Sc - Any Specialization","Any Postgraduate - Any Specialization, MS/M.Sc(Science) - Any Specialization, M.Tech - Any Specialization, MBA/PGDM - Any Specialization",Doctorate Not Required
513,https://www.naukri.com/job-listings-Business-Analyst-Premium-Delhi-2-to-5-years-300817901334?src=jobsearchDesk&sid=15083913175376&xp=36,Business Analyst,Premium  hiring for Vision HR Services Pvt Ltd,2 - 5 yrs,Delhi,Not Disclosed by Recruiter,,Posted 50 days ago,541,783,Not Disclosed by Recruiter,IT-Software  /    Software Services,"IT Software - Application Programming   ,     Maintenance",System Design/Implementation/ERP/CRM,Business Analyst,"Business Analysis,FRD,Brd,Confluence,UML,MS Visio,Business Analyst ",,Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Doctorate Not Required
514,https://www.naukri.com/job-listings-Deputy-Manager-Business-Analyst-Insurance-Premium-Mumbai-10-to-15-years-260817900005?src=jobsearchDesk&sid=15083913175376&xp=37,Deputy Manager - Business Analyst - Insurance,Premium,10 - 15 yrs,Mumbai,Not Disclosed by Recruiter,,Posted 54 days ago,461,1039,Not Disclosed by Recruiter,Insurance,Analytics & Business Intelligence,Analytics & BI,Business Analyst,"Business Analysis,Use Cases,Brd,UAT,Process Analysis,Process Improvement,Data Management ","THE SUCCESSFUL APPLICANT: - 10+ years of professional experience in the role of a business analyst, preferably BFSI domain - understands the business requirements and work accordingly - Bachelor's degree in any disciple - Experienced in gathering requirement, process analysis, developing process improvement, data management and ensuring reliability of data - Experienced in using company wide requirement definition and management system - Experienced of working in the Insurance or Banking Industry - working independently with users to define concepts - working closely with developers to implement requirements and provide necessary guidance to testers WHAT IS IN IT FOR YOU: - Liaise extensively with stakeholders - An opportunity to work with a global firm in a pivotal role - A meritocratic culture with clear/great career progression.",Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Doctorate Not Required
515,https://www.naukri.com/job-listings-Business-Analyst-Windows-Consultants-Pvt-Ltd-Gurgaon-3-to-6-years-180817000996?src=jobsearchDesk&sid=15083913175376&xp=38,Business Analyst,Windows Consultants Pvt. Ltd.,3 - 6 yrs,Gurgaon,Not Disclosed by Recruiter,,Posted 31 days ago,1276,2500+,Not Disclosed by Recruiter,IT-Software  /    Software Services,"IT Software - Application Programming   ,     Maintenance",System Design/Implementation/ERP/CRM,Business Analyst,"Business Analysis,Techno Functional,Bfsi,financial services ",Please refer to the Job description above,B.Tech/B.E. - Any Specialization,MBA/PGDM - Any Specialization,
516,https://www.naukri.com/job-listings-Business-Analyst-Passenger-Service-System-TRH-Consultancy-Services-Dubai-UAE-8-to-13-years-170516900453?src=jobsearchDesk&sid=15083913175376&xp=39,Business Analyst - Passenger Service System,TRH Consultancy Services,8 - 13 yrs,Dubai/ UAE,Not Disclosed by Recruiter,,Posted 38 days ago,337,811,Not Disclosed by Recruiter,IT-Software  /    Software Services,Analytics & Business Intelligence,Analytics & BI,Business Analyst,"Impact Analysis,User Training,User Acceptance Testing,Business Analysis,Integration Testing,Business Process,Application Support ",,Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,
517,https://www.naukri.com/job-listings-Business-Analyst-BFSI-Premium-Pune-8-to-13-years-150917900699?src=jobsearchDesk&sid=15083913175376&xp=40,Business Analyst - BFSI,Premium  hiring for Push And Pull Services,8 - 13 yrs,Pune,Not Disclosed by Recruiter,,Posted 34 days ago,467,1010,Not Disclosed by Recruiter,Banking  /    Financial Services  /    Broking,"IT Software - DBA   ,     Datawarehousing",System Design/Implementation/ERP/CRM,Business Analyst,"business analysis,data extraction,software applications,data analysis,Agile,Jira,Project Management,application development ","Education: GraduatesExperience: 8 or 8+ years Functional Skills:- Functional Knowledge; Demonstrates expanded- conceptual knowledge in own discipline and broadens capabilities- Strong Analytical skills have ability to ask right questions, analyze data, draws conclusion by making and validating appropriate assumptions.- Technical Skills ability to understand the complex data relationships and advanced knowledge on data extraction mechanisms.- Expertise on supported software applications,Software technical assistance and service requests from the Tier 1 level.- Work with other technical teams to identify, communicate, and lead efforts to bring critical systems back online for end-users.- Develop various reports and reporting methodologies for communicating data and status to management.- Experience with Microsoft Excel, developing relatively complex formulas and working with functions for reports, and performing data analysis- Ability to work independently and take ownership of challenging tasks, effectively using available resources, as needed, with minimal guidance- Ability to multi-task, prioritize, and work effectively within compressed timelines and navigate ambiguous tasking- Experience with developing communication and training artifacts to support enterprise-wide deployments of IT initiatives- Knowledge of application development methodologies, including Agile and Jira (Project Management Tools)- Possession of excellent oral and written communication skills",Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Doctorate Not Required
518,https://www.naukri.com/job-listings-Business-Analyst-Alfa-Resources-Bengaluru-5-to-8-years-150715901307?src=jobsearchDesk&sid=15083913175376&xp=41,Business Analyst,Alfa Resources,5 - 8 yrs,Bengaluru,Not Disclosed by Recruiter,,Posted 49 days ago,926,1179,Not Disclosed by Recruiter,IT-Software  /    Software Services,Analytics & Business Intelligence,Analytics & BI,Business Analyst,"Stakeholder Management,Process Re - engineering,Change Management,Business Analysis,Test Planning,Business Case,Process Improvement Initiatives,User Acceptance Testing,Investment Banking,Data Analysis ",,Any Graduate - Any Specialization,,
519,https://www.naukri.com/job-listings-Consultant-Senior-Consultant-Business-Analyst-Sfdc-salesforce-Premium-Bengaluru-4-to-8-years-140917900017?src=jobsearchDesk&sid=15083913175376&xp=42,Consultant / Senior Consultant - Business Analyst - Sfdc/salesforce,Premium  hiring for Talent Toppers,4 - 8 yrs,Bengaluru,Not Disclosed by Recruiter,,Posted 35 days ago,185,596,Not Disclosed by Recruiter,Strategy  /    Management Consulting Firms,"IT Software - Application Programming   ,     Maintenance",System Design/Implementation/ERP/CRM,Business Analyst,"Use Cases,Salesforce,SFDC,Force.com,Solution Design,Business Analysis,Client Management,System Design,Project Implementation,Test Planning ",,Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Doctorate Not Required
520,https://www.naukri.com/job-listings-Opening-For-Part-full-Time-Work-Opportunity-Business-Analyst-United-Capital-Club-Hyderabad-Dehradun-Gurgaon-Bengaluru-Chennai-Jaipur-Chandigarh-Mumbai-Ahmedabad-0-to-3-years-270817000344?src=jobsearchDesk&sid=15083913175376&xp=43,Opening For Part / full Time Work Opportunity. Business Analyst,United Capital Club,0 - 3 yrs,"Hyderabad,    Dehradun,    Gurgaon,    Bengaluru,    Chennai,    Jaipur,    Chandigarh,    Mumbai,    Ahmedabad","2,50,000 - 5,00,000 P.A.",Openings: 175,Posted 9 days ago,1161,3500+,"INR  2,50,000 - 5,00,000 P.A. as per performance",Advertising  /    PR  /    MR  /    Event Management,"Marketing   ,     Advertising   ,     MR   ,     PR   ,     Media Planning",Marketing,Direct Marketing Executive,"Internet Marketing,Computer Skills,full time,work from home,online marketing,digital marketing,analog marketing,home based work,online work,part time work,full time work,offline work ",Please refer to the Job description above,"B.Com - Commerce, Diploma - Any Specialization, B.Tech/B.E. - Any Specialization, Agriculture, Automobile, Bio-Chemistry/Bio-Technology, B.Sc - Any Specialization, B.A - Any Specialization, B.Arch - Architecture, B.B.A / B.M.S - Management, B.Des. - Any Specialization, B.Ed - Education, B.El.Ed - Any Specialization, B.P.Ed - Any Specialization, B.Pharma - Pharmacy, B.U.M.S - Any Specialization, BAMS - Any Specialization, BCA - Computers, BDS - Dentistry, BFA - Any Specialization, BHM - Hotel Management, BHMS - Any Specialization, LLB - Law, MBBS - Medicine","MCA - Computers, MS/M.Sc(Science) - Any Specialization, Electrical Engineering, Electronics & Embedded Technology, Electronics, Environmental science, M.Tech - Any Specialization, Computers, Electrical, Electronics/Telecommunication, MBA/PGDM - Any Specialization, Marketing, CS, DM - Any Specialization, ICWA (CMA), LLM - Law, M.A - Any Specialization, M.Arch - Architecture, M.Ch - Any Specialization, M.Com - Commerce, M.Ed - Education, M.Pharma - Pharmacy, MDS, MFA - Any Specialization, Medical-MS/MD - Any Specialization, MVSC - Veterinary Science, PG Diploma - Any Specialization",
521,https://www.naukri.com/job-listings-MDM-Business-Analyst-Premium-Chennai-8-to-10-years-300617003758?src=jobsearchDesk&sid=15083913175376&xp=44,MDM Business Analyst,Premium,8 - 10 yrs,Chennai,Not Disclosed by Recruiter,,Posted 20 days ago,158,529,Not Disclosed by Recruiter,IT-Software  /    Software Services,Analytics & Business Intelligence,Analytics & BI,Business Analyst,"Business Analysis,Problem Resolution,Master Data,Business Analyst ",Please refer to the Job description above,Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,
522,https://www.naukri.com/job-listings-Senior-Business-Analyst-Python-vba-r-sas-Top-Tier-Confidential-Mumbai-4-to-6-years-261016900561?src=jobsearchDesk&sid=15083913175376&xp=45,Senior Business Analyst - Python/vba/r/sas - Top Tier,Confidential,4 - 6 yrs,Mumbai,Not Disclosed by Recruiter,,Posted 20 days ago,53,580,Not Disclosed by Recruiter,IT-Software  /    Software Services,"IT Software - Application Programming   ,     Maintenance",System Design/Implementation/ERP/CRM,Business Analyst,"SAS,Business Analysis,VBA,Google Analytics,Business Analyst ","Desired Skills and Experience :  - Bachelor/Master's degree from Top Tier College in Computer Science, Mathematics, Statistics, Engineering or any other quantitative discipline.  - Understanding of all key aspects of a typical e-commerce business - product, marketing, operations and finance.  - Prior experience (2-4 years) of working on Dashboards, generating visual products, presentations, reports and webpages is required.  - High proficiency in Advanced Excel, SQL, Python, and VBA is required. Good knowledge of atleast one statistical tool such as R, SAS etc is required.  - Fluency with Python data tools is required. Skills with Pandas and NumPy as well as with Scipy and Scikit-Learn are very desirable.  - High competence in data visualization. Good Knowledge of visualization tools like Tableau, Processing, D3, is required. Good knowledge of visualization tools like Seaborn or Bokeh is valuable.  - Ability to drive the work independently and also work effectively in a team environment.","B.Tech/B.E. - Computers, B.Sc - Computers, Maths, Statistics, B.A - Maths, Statistics","M.Tech - Computers, MS/M.Sc(Science) - Computers, Maths, M.A - Maths, Statistics",
523,https://www.naukri.com/job-listings-Senior-Business-Analyst-EDI-Premium-Chennai-7-to-10-years-230617006527?src=jobsearchDesk&sid=15083913175376&xp=46,Senior Business Analyst - EDI,Premium,7 - 10 yrs,Chennai,Not Disclosed by Recruiter,,Posted 20 days ago,239,870,Not Disclosed by Recruiter,IT-Software  /    Software Services,"IT Software - Application Programming   ,     Maintenance",System Design/Implementation/ERP/CRM,Business Analyst,"Business Analysis,Production Support,Incident Management,System Administration,Recovery Operations,Business Analyst ","Must have:- Performing EDI job scheduling- Providing system administration support for EDI Transactions- Taking problem calls and providing support and resolution for all Client file transfer issues- Developing, testing and supporting required file transfers- Managing and resolving any issues related to file transfers- Developing and maintaining a repository of all Client EDI distribution entities- Executing EDI distribution according to production and test schedules- Monitoring all EDI transactions to ensure proper completion",Any Graduate - Any Specialization,,
