,Company_Name,Design_Role,Doctorate,Experience,Functional_Area,Industry,Job_Application,Job_Link,Job_Post,Job_Title,Job_View,Key_Skills,Location,Num_Openings,PG,Role_Category,Salary,SalaryI,Skill_Experience,UG,Actual_Job_Link
257,Confidential,Software Developer,,4 - 9 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,12,https://www.naukri.com/job-listings-Attn-we-have-an-Urgent-for-C-pro-c-chennai-pune-Confidential-Chennai-Pune-4-to-9-years-270217007085,Posted 13 days ago,Attn:-we have an Urgent for C/pro *c@chennai/pune,184,"C,PRO*C,SQL,Open Vms,Oracle Database,C2H,Linux,Unix,Primary Skills,Data Structures ","Chennai,    Pune",,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,,https://www.naukri.com/job-listings-Attn-we-have-an-Urgent-for-C-pro-c-chennai-pune-Confidential-Chennai-Pune-4-to-9-years-270217007085
258,Kelly Services India Pvt. Ltd.,"Permanent Job, Full Time",,1 - 4 yrs,Other,Other,598,https://www.naukri.com/job-listings-Mis-billing-Executive-Gurgaon-Kelly-Services-India-Pvt-Ltd-Gurgaon-1-to-4-years-031017005883,Posted 15 days ago,Mis/billing Executive- Gurgaon,1500+,"Excel,Email,MS Office Word,Outlook,Bill Processing,Transport Operations,Communication Skills,mis,bill,data entry,back office ",Gurgaon,,,Other,"INR  50,000 - 1,75,000 P.A.","50,000 - 1,75,000 P.A.",Please refer to the Job description above,,https://www.naukri.com/job-listings-Mis-billing-Executive-Gurgaon-Kelly-Services-India-Pvt-Ltd-Gurgaon-1-to-4-years-031017005883
259,Morningstar India (P) Ltd.,Solution Architect / Enterprise Architect,,7 - 12 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,96,https://www.naukri.com/job-listings-Solution-Architect-Morningstar-India-P-Ltd-Mumbai-7-to-12-years-270917002816,Posted 9 days ago,Solution Architect,606,"Java,Javascript,J2Ee,Struts,MySQL,Design Patterns,Rest,NoSQL,Technical Architecture,Oracle SQL ",Mumbai,Openings: 2,,System Design/Implementation/ERP/CRM,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,,https://www.naukri.com/job-listings-Solution-Architect-Morningstar-India-P-Ltd-Mumbai-7-to-12-years-270917002816
260,Confidential,Software Developer,,1 - 4 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,26,https://www.naukri.com/job-listings-Opportunity-for-Escalation-Officer-Mumbai-Confidential-Mumbai-1-to-4-years-270317007261,Posted 13 days ago,Opportunity for Escalation Officer @ Mumbai,204,"Procedures,Root Cause,Incident Management,Customer Satisfaction,End User,Escalation,Escalation management,Escalating calls ",Mumbai,,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,,https://www.naukri.com/job-listings-Opportunity-for-Escalation-Officer-Mumbai-Confidential-Mumbai-1-to-4-years-270317007261
261,Vijaya Diagnostic Centre P. Ltd.,Lab Technician/Medical Technician/Lab Staff,,1 - 6 yrs,"Medical   ,     Healthcare   ,     R&D   ,     Pharmaceuticals   ,     Biotechnology",Medical  /    Healthcare  /    Hospitals,62,https://www.naukri.com/job-listings-Nuclear-Medicine-Technologist-RSO-Vijaya-Diagnostic-Centre-P-Ltd-Hyderabad-1-to-6-years-260817000029,Posted 9 days ago,Nuclear Medicine Technologist cum RSO,703,"PET CT,Gamma Camera,nuclear medicine,RSO,radiological safety officer,radiaton safety officer,SPET CT ",Hyderabad,,,Medical Professional,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Good in CommunicationRegistered with AERB as Nuclear Medicine ProfessionalExperienceAdvanced Nuclear Medicine Techniques using PET CT, SPECT-CT, Gamma Camera",,https://www.naukri.com/job-listings-Nuclear-Medicine-Technologist-RSO-Vijaya-Diagnostic-Centre-P-Ltd-Hyderabad-1-to-6-years-260817000029
262,Narayana Hrudayalaya Ltd,Finance Executive,,1 - 6 yrs,"Accounts   ,     Finance   ,     Tax   ,     Company Secretary   ,     Audit",Medical  /    Healthcare  /    Hospitals,1500+,https://www.naukri.com/job-listings-Finance-Executive-Gurgaon-Narayana-Hrudayalaya-Ltd-Gurgaon-1-to-6-years-220917000666,Posted 10 days ago,Finance Executive - Gurgaon,5500+,"Depreciation,TDS,Brs,Vouchers,Gst,Reconciliation,Finance,Data Entry ",Gurgaon,Openings: 3,,Finance/Audit,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,,https://www.naukri.com/job-listings-Finance-Executive-Gurgaon-Narayana-Hrudayalaya-Ltd-Gurgaon-1-to-6-years-220917000666
263,CONNECTCUE SERVICES PRIVATE LIMITED,Accounts Executive/Accountant,,0 - 3 yrs,"Accounts   ,     Finance   ,     Tax   ,     Company Secretary   ,     Audit",Travel  /    Hotels  /    Restaurants  /    Airlines  /    Railways,544,https://www.naukri.com/job-listings-Accounts-Executive-SR-Accounts-Executive-mumbai-us-uk-Shift-CONNECTCUE-SERVICES-PRIVATE-LIMITED-Mumbai-0-to-3-years-230917003806,Posted 15 days ago,Accounts Executive / SR Accounts Executive-mumbai (us/uk Shift),2000+,"Accounting Standards,Advance Tax,International Taxation,Service Tax,Finance,TDS,Auditing,Transfer Pricing,Tax Audit,E - TDS ",Mumbai,Openings: 1,,Accounts,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Bachelors degree/College degree or equivalent in Accounting/Finance/Banking.Excellent English communications skills, both oral and written.Must have 0 to 3 year work experience in Accounting.Holding a valid Passport advantageousWilling to travel abroad.Candidates with Travel industry experience will be preferedAn early joining is advantageous.",,https://www.naukri.com/job-listings-Accounts-Executive-SR-Accounts-Executive-mumbai-us-uk-Shift-CONNECTCUE-SERVICES-PRIVATE-LIMITED-Mumbai-0-to-3-years-230917003806
264,Selling Simplified India Pvt Ltd.,Associate/Senior Associate -(NonTechnical),,2 - 7 yrs,"ITES   ,     BPO   ,     KPO   ,     LPO   ,     Customer Service   ,     Operations",BPO  /    Call Centre  /    ITES,85,https://www.naukri.com/job-listings-Walkins-for-BDE-Sr-BDE-Position-Selling-Simplified-India-Pvt-Ltd-Pune-2-to-7-years-230917001732,Posted 15 days ago,Walkins for BDE / Sr. BDE Position,881,"market research,Cold calling,Lead Generation Executive,MIS,Inside Sales Executive ",Pune,Openings: 10,,Voice,"INR  4,00,000 - 6,00,000 P.A.","4,00,000 - 6,00,000 P.A.",Please refer to the Job description above,,https://www.naukri.com/job-listings-Walkins-for-BDE-Sr-BDE-Position-Selling-Simplified-India-Pvt-Ltd-Pune-2-to-7-years-230917001732
265,Fareportal India Pvt Ltd.,Travel Agent,,1 - 3 yrs,"Travel   ,     Tours   ,     Ticketing   ,     Airlines",Travel  /    Hotels  /    Restaurants  /    Airlines  /    Railways,45,https://www.naukri.com/job-listings-Merchant-Chargeback-executive-sr-Executive-Fareportal-India-Pvt-Ltd-Gurgaon-1-to-3-years-230517003288,Posted 14 days ago,Merchant Chargeback-executive/sr. Executive,570,"merchant chargeback,merchandiser chargeback,merchant dispute resolution,merchant ecr,assistant merchandiser chargeback,chargeback,dispute resolution,risk compliance,fraud,fraud investigation,dispute services,GDS,travel ",Gurgaon,,,Ticketing/Travel/Documentation,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Prior knowledge of chargeback 	Working knowledge of GDS would be preferred	Proficient in using word/excel and other MS-Office applications.	Good hands on multiple tools/applications	2-3 years  in Finance industry with comprehensive knowledge of standard policies,,https://www.naukri.com/job-listings-Merchant-Chargeback-executive-sr-Executive-Fareportal-India-Pvt-Ltd-Gurgaon-1-to-3-years-230517003288
266,Nephrocare Health Services Pvt. Ltd.,Accounts Executive/Accountant,,1 - 5 yrs,"Accounts   ,     Finance   ,     Tax   ,     Company Secretary   ,     Audit",Medical  /    Healthcare  /    Hospitals,779,https://www.naukri.com/job-listings-Senior-Executive-Finance-Accounts-Nephrocare-Health-Services-Pvt-Ltd-Hyderabad-1-to-5-years-220917002641,Posted 9 days ago,Senior Executive Finance & Accounts,3500+,"Corporate Accounting,Bank Reconciliation Statement,Book Keeping,Finance,Petty Cash,Tally,Fixed Assets,Expenses,Banking,Process Analysis ",Hyderabad,,,Accounts,"INR  1,00,000 - 4,00,000 P.A.","1,00,000 - 4,00,000 P.A.",Please refer to the Job description above,,https://www.naukri.com/job-listings-Senior-Executive-Finance-Accounts-Nephrocare-Health-Services-Pvt-Ltd-Hyderabad-1-to-5-years-220917002641
267,Error,,,Error,,,143,https://www.naukri.com/job-listings-Solution-Architect-HID-India-Private-Ltd-Bengaluru-10-to-12-years-220817002897,Posted 3 days ago,Error,210,Error,Error,,,,,Not Disclosed by Recruiter,Error,,https://www.naukri.com/job-listings-Solution-Architect-HID-India-Private-Ltd-Bengaluru-10-to-12-years-220817002897
268,Fareportal India Pvt Ltd.,Search Engine Marketing/SEM Specialist,,1 - 6 yrs,"Marketing   ,     Advertising   ,     MR   ,     PR   ,     Media Planning",Internet  /    Ecommerce,417,https://www.naukri.com/job-listings-Hiring-for-Am-team-Lead-sr-Executive-Sem-online-Marketing-fareportal-Fareportal-India-Pvt-Ltd-Gurgaon-1-to-6-years-211216006420,Posted 14 days ago,Hiring for Am/team Lead/sr. Executive Sem(online Marketing)_fareportal,2500+,"Online Marketing,SEM,search engine marketing,ppc,seo,search engine optimization ",Gurgaon,,,Online/Digital Marketing,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,,https://www.naukri.com/job-listings-Hiring-for-Am-team-Lead-sr-Executive-Sem-online-Marketing-fareportal-Fareportal-India-Pvt-Ltd-Gurgaon-1-to-6-years-211216006420
269,Error,,,Error,,,1096+,https://www.naukri.com/job-listings-Exe-asst-mgr-Costing-P-D-Hinduja-Hospital-Medical-Research-Centre-The-National-H-Edu-Socy-Ltd-Mumbai-5-to-10-years-210417000813,Posted: 12 days ago,Error,1952+,Error,Error,,,,,Not Disclosed by Recruiter,Error,,https://www.naukri.com/job-listings-Exe-asst-mgr-Costing-P-D-Hinduja-Hospital-Medical-Research-Centre-The-National-H-Edu-Socy-Ltd-Mumbai-5-to-10-years-210417000813
270,Khoj Information Technology Private Limited,Technical Architect,,9 - 14 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,315,https://www.naukri.com/job-listings-Enterprise-Technical-Architect-SAP-Basis-hana-Cloud-Khoj-Information-Technology-Private-Limited-Gurgaon-9-to-14-years-200417007962,Posted 13 days ago,Enterprise Technical Architect (SAP Basis/hana & Cloud),2000+,"public cloud AZURE or AWS,SAP,Windows Servers,Linux Operating System ",Gurgaon,,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,,https://www.naukri.com/job-listings-Enterprise-Technical-Architect-SAP-Basis-hana-Cloud-Khoj-Information-Technology-Private-Limited-Gurgaon-9-to-14-years-200417007962
271,Error,,,Error,,,Less than 10,https://www.naukri.com/job-listings-Solution-Architect-Birlasoft-com-Noida-10-to-20-years-171017900171,Posted: 2 days ago,Error,Less than 10,Error,Error,,,,,Not Disclosed by Recruiter,Error,,https://www.naukri.com/job-listings-Solution-Architect-Birlasoft-com-Noida-10-to-20-years-171017900171
272,Manipal Hospital,Administration Services/Medical Facilities,,2 - 5 yrs,"Medical   ,     Healthcare   ,     R&D   ,     Pharmaceuticals   ,     Biotechnology",Medical  /    Healthcare  /    Hospitals,20,https://www.naukri.com/job-listings-Customer-Care-Executive-Receptionist-Manipal-Hospital-Chennai-Taramani-2-to-5-years-171017005260,Posted 2 days ago,Customer Care Executive/ Receptionist,138,"Receptionist Activities,Customer Care,customer service,customer support,customer care executive ",Chennai(Taramani),Openings: 2,,Medical Professional,"INR  2,00,000 - 3,00,000 P.A. Salary shall be negotiable for right fit","2,00,000 - 3,00,000 P.A.",Please refer to the Job description above,,https://www.naukri.com/job-listings-Customer-Care-Executive-Receptionist-Manipal-Hospital-Chennai-Taramani-2-to-5-years-171017005260
273,ANDHRA PRADESH CAPITAL REGION DEVELOPMENTAUTHORITY,Design Engineer,,2 - 4 yrs,"Engineering Design   ,     R&D",Construction  /    Engineering  /    Cement  /    Metals,Less than 10,https://www.naukri.com/job-listings-Assistant-Environmental-Officer-ANDHRA-PRADESH-CAPITAL-REGION-DEVELOPMENTAUTHORITY-Vijayawada-2-to-4-years-171017004805,Posted 2 days ago,Assistant Environmental Officer,156,"Solid Waste,Environmental Impact Assessment,Hazardous Waste Management,Environmental Engineering,Environment Management,Environmental Monitoring,Environment Protection,Project Management,Infrastructure Development,Community Mobilization ",Vijayawada,Openings: 3,,Engineering Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,,https://www.naukri.com/job-listings-Assistant-Environmental-Officer-ANDHRA-PRADESH-CAPITAL-REGION-DEVELOPMENTAUTHORITY-Vijayawada-2-to-4-years-171017004805
274,Flipkart Internet Private Limited,Executive/ Sr Executive - Administration,,1 - 2 yrs,"HR   ,     Recruitment   ,     Administration   ,     IR",Internet  /    Ecommerce,44,https://www.naukri.com/job-listings-Hiring-for-Operation-Executive-On-Contract-Flipkart-Bangalore-Flipkart-Internet-Private-Limited-Bengaluru-Marathahalli-1-to-2-years-171017001028,Posted 2 days ago,Hiring for Operation Executive- On Contract @ Flipkart Bangalore,216,"training,hiring,education,lead generation,Operation Executive ",Bengaluru(Marathahalli),Openings: 1,,Administration/Facility Management,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,,https://www.naukri.com/job-listings-Hiring-for-Operation-Executive-On-Contract-Flipkart-Bangalore-Flipkart-Internet-Private-Limited-Bengaluru-Marathahalli-1-to-2-years-171017001028
275,Ebizon Net Info Pvt Ltd,Data Analyst,,1 - 4 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,59,https://www.naukri.com/job-listings-Sr-Analyst-Data-Analyst-Tableau-or-Qlikview-Ebizon-Net-Info-Pvt-Ltd-Noida-1-to-4-years-181017001097,Posted 1 day ago,Sr. Analyst - Data Analyst - Tableau/ or Qlikview,241,"Correlation,Tableau,SAS,SPSS,Data Analysis,Client Management,Communication Skills,Qlikview,tabulation,regression ",Noida,,,Analytics & BI,"INR  4,00,000 - 6,00,000 P.A.","4,00,000 - 6,00,000 P.A.",Please refer to the Job description above,,https://www.naukri.com/job-listings-Sr-Analyst-Data-Analyst-Tableau-or-Qlikview-Ebizon-Net-Info-Pvt-Ltd-Noida-1-to-4-years-181017001097
276,Landis+Gyr Limited,Team Lead/Technical Lead,,7 - 9 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,89,https://www.naukri.com/job-listings-Opening-for-Lead-Data-Analyst-at-Landis-Gyr-Ltd-Landis-Gyr-Limited-Noida-7-to-9-years-250917005108,Posted 1 day ago,Opening for Lead - Data Analyst at Landis Gyr Ltd,859,Data Analysis ,Noida,Openings: 1,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Work Location : Landis Gyr LtdC-48, Sector 57 Noida (U.P.)Near Park Plaza HotelInterested candidates can share to their updated resume on shailendra.joshi@landisgyr.comPlease refer this job to your friend, colleagues or suitable candidates.We are looking for ambitious, energetic and dynamic professionals to join our workforce. If working on new & high end technology, fast paced environment and challenging assignment interests you, this is the place for you.Please share below mentioned details before applying for this positions.Current CTC:Expected CTC:Notice Period :Any offer : Yes/ NoOffer Package/ Location :Current Organization Name :Work Location :Current Residence :Highest Education : Part Time /Full Time Are you available to attend interview on week day : Yes /NoNotice Period: Immediate/ Serving Notice Period/30 days/60 days Max!!Contact person: Shailendra Joshi (HR) or Email ID: shailendra.joshi@landisgyr.comThanks,Shailendra JoshiTeam HR",,https://www.naukri.com/job-listings-Opening-for-Lead-Data-Analyst-at-Landis-Gyr-Ltd-Landis-Gyr-Limited-Noida-7-to-9-years-250917005108
277,SUPPORT STAR CORPORATE SERVICES PVT. LTD.,Data Analyst,,5 - 9 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,12,https://www.naukri.com/job-listings-Immediate-Hiring-For-Senior-Data-Analyst-Gurgaon-SUPPORT-STAR-CORPORATE-SERVICES-PVT-LTD-Delhi-NCR-Gurgaon-5-to-9-years-171017003747,Posted 1 day ago,"Immediate Hiring For Senior Data Analyst, ( Gurgaon)",97,"Hadoop,Big Data,Predictive Modeling,Regression Analysis,Data Analysis ","Delhi NCR,    Gurgaon",,,Analytics & BI,"INR  5,00,000 - 15,00,000 P.A.","5,00,000 - 15,00,000 P.A.",Please refer to the Job description above,,https://www.naukri.com/job-listings-Immediate-Hiring-For-Senior-Data-Analyst-Gurgaon-SUPPORT-STAR-CORPORATE-SERVICES-PVT-LTD-Delhi-NCR-Gurgaon-5-to-9-years-171017003747
278,Error,,,Error,,,1301,https://www.naukri.com/job-listings-Capital-Markets-Senior-Data-Analyst-Accenture-Solutions-Pvt-Ltd-Bengaluru-1-to-2-years-120917900696,Posted: 3 days ago,Error,1230,Error,Error,,,,,Not Disclosed by Recruiter,Error,,https://www.naukri.com/job-listings-Capital-Markets-Senior-Data-Analyst-Accenture-Solutions-Pvt-Ltd-Bengaluru-1-to-2-years-120917900696
279,SUPPORT STAR CORPORATE SERVICES PVT. LTD.,Data Analyst,,3 - 8 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,39,https://www.naukri.com/job-listings-Hiring-For-senior-Data-Analyst-for-MNC-in-Gurgaon-SUPPORT-STAR-CORPORATE-SERVICES-PVT-LTD-Delhi-NCR-Gurgaon-3-to-8-years-161017005143,Posted 1 day ago,Hiring For **senior Data Analyst** for MNC in Gurgaon,185,"Hadoop,Big Data,Predictive Modeling,Regression Analysis,Data Analysis ","Delhi NCR,    Gurgaon",,,Analytics & BI,"INR  8,00,000 - 15,00,000 P.A.","8,00,000 - 15,00,000 P.A.",Please refer to the Job description above,,https://www.naukri.com/job-listings-Hiring-For-senior-Data-Analyst-for-MNC-in-Gurgaon-SUPPORT-STAR-CORPORATE-SERVICES-PVT-LTD-Delhi-NCR-Gurgaon-3-to-8-years-161017005143
280,Endurance International Group (Directi Web Technology Pvt Ltd.),Data Analyst,,1 - 5 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,35,https://www.naukri.com/job-listings-Data-Analyst-Senior-Data-Analyst-Endurance-International-Group-Directi-Web-Technology-Pvt-Ltd-Mumbai-1-to-5-years-171017001600,Posted 2 days ago,Data Analyst/ Senior Data Analyst,348,"data analyst,sql analyst,business intelligence analyst,senior data analyst,Business Data Analyst,Junior Data Analyst,sql,excel,ms excel,advance excel,mysql ",Mumbai,Openings: 1,,Analytics & BI,"INR  3,00,000 - 6,50,000 P.A.","3,00,000 - 6,50,000 P.A.",Please refer to the Job description above,,https://www.naukri.com/job-listings-Data-Analyst-Senior-Data-Analyst-Endurance-International-Group-Directi-Web-Technology-Pvt-Ltd-Mumbai-1-to-5-years-171017001600
281,SCG Placements,Data Analyst,,2 - 7 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,104,https://www.naukri.com/job-listings-Data-Analyst-SCG-Placements-Bengaluru-2-to-7-years-171017002796,Posted 2 days ago,Data Analyst,268,"predictive modeling,model validation,data scientist,r,python,sas,machine learning,data mining,data analysis,statistical analysis,statistical modeling,Data Analyst ",Bengaluru,,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,,https://www.naukri.com/job-listings-Data-Analyst-SCG-Placements-Bengaluru-2-to-7-years-171017002796
282,SUPPORT STAR CORPORATE SERVICES PVT. LTD.,Data Analyst,,2 - 6 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,37,https://www.naukri.com/job-listings-Hiring-for-Sr-Data-Analyst-Gurgaon-Location-e-commerce-Comp-SUPPORT-STAR-CORPORATE-SERVICES-PVT-LTD-Gurgaon-2-to-6-years-171017002099,Posted 2 days ago,Hiring for Sr. Data Analyst( Gurgaon Location-e-commerce Comp),159,"regression analysis,cluster analysis,statistical modeling,data analysis,time series,big data,Predictive Modelling ",Gurgaon,,,Analytics & BI,"INR  8,00,000 - 15,00,000 P.A.","8,00,000 - 15,00,000 P.A.",Please refer to the Job description above,,https://www.naukri.com/job-listings-Hiring-for-Sr-Data-Analyst-Gurgaon-Location-e-commerce-Comp-SUPPORT-STAR-CORPORATE-SERVICES-PVT-LTD-Gurgaon-2-to-6-years-171017002099
283,SUPPORT STAR CORPORATE SERVICES PVT. LTD.,Data Analyst,,6 - 8 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,Less than 10,https://www.naukri.com/job-listings-Hiring-for-Senior-Data-Analyst-For-E-commerce-Domain-gurgaon-SUPPORT-STAR-CORPORATE-SERVICES-PVT-LTD-Gurgaon-6-to-8-years-171017002808,Posted 2 days ago,Hiring for Senior Data Analyst( For E-commerce Domain -gurgaon),79,"regression analysis,cluster analysis,statistical modeling,data analysis,time series,big data,Predictive Modelling,regression modelling ",Gurgaon,,,Analytics & BI,"INR  8,00,000 - 15,00,000 P.A.","8,00,000 - 15,00,000 P.A.",Please refer to the Job description above,,https://www.naukri.com/job-listings-Hiring-for-Senior-Data-Analyst-For-E-commerce-Domain-gurgaon-SUPPORT-STAR-CORPORATE-SERVICES-PVT-LTD-Gurgaon-6-to-8-years-171017002808
284,Aceline Tech Solutions Pvt. Ltd.,Software Developer,,4 - 8 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,44,https://www.naukri.com/job-listings-Immediate-Opening-for-Data-Analyst-Banglore-Aceline-Tech-Solutions-Pvt-Ltd-Bengaluru-4-to-8-years-171017001492,Posted 2 days ago,Immediate job Opening for Data Analyst @ Banglore,217,"Data Analysis,Reporting ",Bengaluru,,,Programming & Design,"INR  4,00,000 - 7,00,000 P.A.","4,00,000 - 7,00,000 P.A.",Please refer to the Job description above,,https://www.naukri.com/job-listings-Immediate-Opening-for-Data-Analyst-Banglore-Aceline-Tech-Solutions-Pvt-Ltd-Bengaluru-4-to-8-years-171017001492
285,SUPPORT STAR CORPORATE SERVICES PVT. LTD.,Data Analyst,,5 - 8 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,179,https://www.naukri.com/job-listings-Immediate-Hiring-For-Senior-Data-Analyst-SUPPORT-STAR-CORPORATE-SERVICES-PVT-LTD-Gurgaon-5-to-8-years-121017005575,Posted 2 days ago,Immediate Hiring For Senior Data Analyst,581,"data analysis,decision tree,Statistical Analyst,Hadoop,Big Data Analyst ",Gurgaon,,,Analytics & BI,"INR  8,00,000 - 15,00,000 P.A.","8,00,000 - 15,00,000 P.A.",Please refer to the Job description above,,https://www.naukri.com/job-listings-Immediate-Hiring-For-Senior-Data-Analyst-SUPPORT-STAR-CORPORATE-SERVICES-PVT-LTD-Gurgaon-5-to-8-years-121017005575
286,Error,,,Error,,,744,https://www.naukri.com/job-listings-Capital-Markets-Data-Analyst-Accenture-Solutions-Pvt-Ltd-Bengaluru-2-to-3-years-120917900247,Posted: 3 days ago,Error,689,Error,Error,,,,,Not Disclosed by Recruiter,Error,,https://www.naukri.com/job-listings-Capital-Markets-Data-Analyst-Accenture-Solutions-Pvt-Ltd-Bengaluru-2-to-3-years-120917900247
287,Error,,,Error,,,Error,https://www.naukri.com/job-listings-Data-Analyst-Technical-Work-From-Home-US-Timings-Part-Time-Platinus-Technologies-Private-Limited-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-8-to-13-years-240717006241,Error,Error,Error,Error,Error,Error,,,,Error,Error,,https://www.naukri.com/job-listings-Data-Analyst-Technical-Work-From-Home-US-Timings-Part-Time-Platinus-Technologies-Private-Limited-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-8-to-13-years-240717006241
288,Orgspire Info Technologies private Limited,System Analyst,,3 - 6 yrs,"IT Software - eCommerce   ,     Internet Technologies",Internet  /    Ecommerce,400,https://www.naukri.com/job-listings-Hiring-for-Data-Analyst-Bangalore-E-commerce-Industry-Orgspire-Info-Technologies-private-Limited-Bengaluru-3-to-6-years-121017001786,Posted 7 days ago,Hiring for Data Analyst - Bangalore - E-commerce Industry,779,"Excel,SQL Queries,Data Mining,Data Analysis,Data Modeling,R,Dashboards,Data Warehousing,Secondary Skills,Primary Skills ",Bengaluru,Openings: 10,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,,https://www.naukri.com/job-listings-Hiring-for-Data-Analyst-Bangalore-E-commerce-Industry-Orgspire-Info-Technologies-private-Limited-Bengaluru-3-to-6-years-121017001786
289,Quintiles Research India Private Limited.,System Analyst,,3 - 8 yrs,"IT Software - Application Programming   ,     Maintenance",Pharma  /    Biotech  /    Clinical Research,339,https://www.naukri.com/job-listings-Quintilesims-Opening-Lab-Clinical-data-Analyst-night-Shift-Quintiles-Research-India-Private-Limited-Bengaluru-3-to-8-years-200917002464,Posted 6 days ago,Quintilesims Job Opening - Lab Clinical data Analyst(night Shift),1500+,"SAS Programmer,SAS,SAS Programming,Lab Data Analyst,Clinical SAS Programming,Clinical SAS Programmer ",Bengaluru,,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,,https://www.naukri.com/job-listings-Quintilesims-Opening-Lab-Clinical-data-Analyst-night-Shift-Quintiles-Research-India-Private-Limited-Bengaluru-3-to-8-years-200917002464
290,Ecentric Solutions Pvt. Ltd.,Software Developer,,3 - 5 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,76,https://www.naukri.com/job-listings-Immediate-Hiring-for-Data-Analyst-Client-Bangalore-Ecentric-Solutions-Pvt-Ltd-Bengaluru-3-to-5-years-111017007303,Posted 8 days ago,Immediate Hiring for Data Analyst @ Client Bangalore,620,"sql coding,sql,Data Analyst,sql quiers ",Bengaluru,Openings: 2,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,,https://www.naukri.com/job-listings-Immediate-Hiring-for-Data-Analyst-Client-Bangalore-Ecentric-Solutions-Pvt-Ltd-Bengaluru-3-to-5-years-111017007303
291,Error,,,Error,,,Error,https://www.naukri.com/job-listings-Opening-for-Team-Leader-Data-Analyst-Chennai-Location-BCS-Consulting-Pvt-Ltd-Chennai-6-to-8-years-111017002918,Error,Error,Error,Error,Error,Error,,,,Error,Error,,https://www.naukri.com/job-listings-Opening-for-Team-Leader-Data-Analyst-Chennai-Location-BCS-Consulting-Pvt-Ltd-Chennai-6-to-8-years-111017002918
292,Maestro Headhunters LLP,Data Analyst,,7 - 12 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,425,https://www.naukri.com/job-listings-Senior-Data-Analysts-Maestro-Headhunters-LLP-Mumbai-Tardeo-7-to-12-years-170817004249,Posted 8 days ago,Senior Data Analysts,1500+,"Data Analytics,Data Analysis,Big Data,Product Development,Software Development,R,python,hadoop ",Mumbai(Tardeo),Openings: 1,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,,https://www.naukri.com/job-listings-Senior-Data-Analysts-Maestro-Headhunters-LLP-Mumbai-Tardeo-7-to-12-years-170817004249
293,Error,,,Error,,,169,https://www.naukri.com/job-listings-Sutherland-Hiring-Analyst-Data-Documentation-Sutherland-Global-Services-Private-Limited-Mumbai-0-to-3-years-161017005762,Posted: 3 days ago,Error,408,Error,Error,Openings: 2,,,,"INR 50,000 - 2,50,000 P.A.",Error,,https://www.naukri.com/job-listings-Sutherland-Hiring-Analyst-Data-Documentation-Sutherland-Global-Services-Private-Limited-Mumbai-0-to-3-years-161017005762
