,Job_Link,Job_Title,Company_Name,Experience,Location,SalaryI,Num_Openings,Job_Post,Job_Application,Job_View,Salary,Industry,Functional_Area,Role_Category,Design_Role,Key_Skills,Skill_Experience,UG,PG,Doctorate
103,https://www.naukri.com/job-listings-Test-Architect-Test-Planning-IBM-India-Pvt-Limited-India-12-to-15-years-080817900738?src=jobsearchDesk&sid=15083168687905&xp=43,Test Architect: Test Planning,IBM India Pvt. Limited,12 - 15 yrs,India,Not Disclosed by Recruiter,,Posted 9 days ago,225,1500+,Not Disclosed by Recruiter,IT-Software  /    Software Services,IT Software - QA & Testing,Programming & Design,Testing Engineer,"QTP,Agile,Selenium,VB SCRIPT,Consulting,RFP,JIRA,Tools,Test strategy,Security testing ",,Any Graduate - Any Specialization,Post Graduation Not Required,
104,https://www.naukri.com/job-listings-Accounts-Officer-Relations-at-Work-India-Advisory-Pvt-Ltd-Thane-2-to-7-years-061017901231?src=jobsearchDesk&sid=15083168687905&xp=45,Accounts Officer,Relations at Work India Advisory Pvt. Ltd.,2 - 7 yrs,Thane,Not Disclosed by Recruiter,,Posted 12 days ago,31,244,Not Disclosed by Recruiter,Strategy  /    Management Consulting Firms,"Accounts   ,     Finance   ,     Tax   ,     Company Secretary   ,     Audit",Accounts,Accounts Executive/Accountant,"Accounting System,Balance Sheet,Finance,Profit,Loss,Company Accounts,Reconciliation,Payments,Data Validation ","Minimum: 2 Years of experience in accounting department of manufacturing companies, basics of SAP & proficiency in Microsoft Office.Maximum: 5/7 years",Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Doctorate Not Required
105,https://www.naukri.com/job-listings-Business-Development-Officer-E-I-T-A-INDIA-LTD-EAST-INDIA-TRANSPORT-AGENCY-Ahmedabad-1-to-3-years-061017001641?src=jobsearchDesk&sid=15083168687905&xp=50,Business Development Officer,E.I.T.A INDIA LTD (EAST INDIA TRANSPORT AGENCY),1 - 3 yrs,Ahmedabad,Not Disclosed by Recruiter,Openings: 2,Posted 12 days ago,25,150,Not Disclosed by Recruiter,Courier  /    Transportation  /    Freight  /    Warehousing,"Sales   ,     Retail   ,     Business Development",Retail Sales,Sales/Business Development Manager,"BtoB Marketing,Logistics & Transportation,FTL,PTL,ODC,Corporate Sales,sales marketing ",*Pleasing Personality and  good communication skills.*Strong convincing and negotiation skills.*Target oriented.,Any Graduate - Any Specialization,"MBA/PGDM - Any Specialization, Marketing",
106,https://www.naukri.com/job-listings-Enterprise-Application-Architect-Confidential-Bengaluru-3-to-6-years-051116900123?src=jobsearchDesk&sid=15083169231875&xp=4,Enterprise Application Architect,Confidential,3 - 6 yrs,Bengaluru,Not Disclosed by Recruiter,,Posted 15 days ago,23,309,Not Disclosed by Recruiter,IT-Software  /    Software Services,"IT Software - Application Programming   ,     Maintenance",Programming & Design,Technical Architect,"Java,NoSQL,Solution Architecting,Oracle,PAAS,TOGAF,JEE,SOA,UML,Design Patterns ","Roles and ResponsibilitiesDefine technology roadmap for cloud services practice groupEvanglize and engage with strategic customers on new technology trends and solutioning to meet customer business objectivesStay upto date with cloud technology trendsInterfacing with group business leaders and customer technology teams to drive and map business growth of groupMentor group of technical leads/architects to design /provide solutions to customers web applications.Building a healthy pipeline of technical folks within practice group.Executing limited POCs, or supporting those carried out by customer.Driving the quality of design/architecture of solutions.Lead and stay upto date with comparative study of cloud providers( Azure | AWS )Documenting and sharing technical best practices and insights with product engineering and the global cloud architect community",Any Graduate,Any Postgraduate,
107,https://www.naukri.com/job-listings-MIS-Executive-JMC-CONSTRUCTIONS-PVT-LTD-Hyderabad-Chandanagar-0-to-2-years-061017001338?src=jobsearchDesk&sid=15083169231875&xp=5,MIS Executive,JMC CONSTRUCTIONS PVT LTD,0 - 2 yrs,Hyderabad(Chandanagar),Not Disclosed by Recruiter,Openings: 2,Posted 12 days ago,443,1399,Not Disclosed by Recruiter,Construction  /    Engineering  /    Cement  /    Metals,"Executive Assistant   ,     Front Office   ,     Data Entry",Other,Stenographer/Data Entry Operator,"Advanced Excel,Macros,VBA,MS Office Tools,MIS,Powerpoint,Power Point Presentation,Report Preparation,Communication Skills,Road Construction ",Please refer to the Job description above,Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Doctorate Not Required
108,https://www.naukri.com/job-listings-Finance-Executive-Seclore-Technology-Pvt-Ltd-Mumbai-2-to-7-years-051017901253?src=jobsearchDesk&sid=15083169231875&xp=6,Finance Executive,Seclore Technology Pvt. Ltd.,2 - 7 yrs,Mumbai,Not Disclosed by Recruiter,,Posted 12 days ago,25,452,Not Disclosed by Recruiter,IT-Software  /    Software Services,"Accounts   ,     Finance   ,     Tax   ,     Company Secretary   ,     Audit",Finance/Audit,Finance Executive,"ERP,Email,Auditing,Enterprise applications,data security,TDS,HTTP,Usage,Payment processing,Income tax ",,B.Com - Commerce,MBA/PGDM - Finance,
109,https://www.naukri.com/job-listings-Sr-Executive-Asst-Manager-Business-Development-Apollo-MedSkills-Limited-Delhi-NCR-Bengaluru-3-to-8-years-060917001060?src=jobsearchDesk&sid=15083169231875&xp=9,Sr Executive / Asst Manager - Business Development,Apollo MedSkills Limited,3 - 8 yrs,"Delhi NCR,    Bengaluru","3,50,000 - 4,50,000 P.A.",Openings: 5,Posted 14 days ago,335,1163,"INR  3,50,000 - 4,50,000 P.A.",Education  /    Teaching  /    Training,"Sales   ,     Retail   ,     Business Development",Institutional Sales,Sales/Business Development Manager,"Business Development Management,Institutional Sales,Marketing,Lead Generation,Client Acquisition,Revenue Generation,Branding,Business Generation,Partnerships,Strategy ","* Any Graduate with minimum 3 year of sales and marketing experience in Educational / Healthcare Industry * Candidate should be willing to travel extensively within the state* Good proficiency in MS Excel, internet browsing, mailing and basic computer applications.* Should have a go-getter attitude and result oriented",Any Graduate,Post Graduation Not Required,
110,https://www.naukri.com/job-listings-Accounts-Executive-Airmesh-Communications-Limited-Jammu-2-to-3-years-060217003434?src=jobsearchDesk&sid=15083169231875&xp=12,Accounts Executive,Airmesh Communications Limited,2 - 3 yrs,Jammu,Not Disclosed by Recruiter,,Posted 8 days ago,193,2500+,Not Disclosed by Recruiter,Telecom/ISP,"Accounts   ,     Finance   ,     Tax   ,     Company Secretary   ,     Audit",Accounts,Accounts Executive/Accountant,"Accounting,TDS,Service Tax,Sales Tax,Income Tax,Tax Returns,Taxation,Petty Cash,Finance,Accounts Payable ","Desired Candidate Profile:Bachelors degree in Accounting or Finance; 2+ years professional experience, with 1+ years in day to day accountingHard working and quick learnerSound knowledge of Online banking ( NEFT, RTGS etc)Strong understanding of basic book keeping & accounting principlesShould have basic knowledge of TDS on various nature of expensesGood English written and verbal communication skills requiredTeam player, have ability to work independently and should be a self starterGood time management skills, ability to prioritize and multitaskExtensive knowledge and use of ExcelMust have highest level of integrityAbility to maintain a high level of accuracy in performing all essential dutiesExperience with global financial systems preferred i.e. NetSuite & QuickbooksShould be excited to be part of start-up environment",B.Com - Commerce,,
111,https://www.naukri.com/job-listings-Customer-Service-Executive-Startup-Seniority-Mumbai-0-to-3-years-051017900893?src=jobsearchDesk&sid=15083169231875&xp=15,Customer Service Executive,Startup - Seniority,0 - 3 yrs,Mumbai,Not Disclosed by Recruiter,,Posted 13 days ago,38,216,Not Disclosed by Recruiter,Internet  /    Ecommerce,"ITES   ,     BPO   ,     KPO   ,     LPO   ,     Customer Service   ,     Operations",Voice,Associate/Senior Associate -(NonTechnical),"Communication Skills,Writing Skills,Excel,Typing Speed,Customer Service,Customer Service Executive,CSE ",,Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Doctorate Not Required
112,https://www.naukri.com/job-listings-Branch-Operation-Executive-DHFL-Pramarica-Life-Insurance-Company-Jamshedpur-Muzaffarpur-1-to-6-years-051017900608?src=jobsearchDesk&sid=15083169231875&xp=16,Branch Operation Executive,DHFL Pramarica Life Insurance Company,1 - 6 yrs,"Jamshedpur,    Muzaffarpur",Not Disclosed by Recruiter,,Posted 13 days ago,190,570,Not Disclosed by Recruiter,Insurance,"Financial Services   ,     Banking   ,     Investments   ,     Insurance",Operations/Processes/Finance/Legal,Operations Officer,"sales,new business,operations,branch administration,data management,branch operation executive,operation executive,MIS ","Job Location(s) - Location: ( jamshedpur -state of Jharkhand. Muzaffarpur state of Bihar)Qualification -GraduateExperience: 1 to 6yrs. In s Operation role 	Key Core/ Behavioral Competencies1. 1. Drive for result: Demonstrates passion for achieving targets and improving performance. Is not satisfied with status quo, establishes pragmatic measures that drive business decisions.2. 2. Planning and organization: Should possess good planning and organization skills.3. 3. Ability to deliver under stress: Stability of performance under pressure and opposition.4. 4. Energy: Able to maintain a high level of activity and energy.5. Willing to stretch Should be willing to stretch for extra hours in case work demands.Key Technical Competencies:1. MS- office: Should have good knowledge of MS- Excel2. Good Networking skills: Should have good networking skills in order to manage day to day liaising with various stakeholders.3. Operations: Should have high process orientation and preferably knowledge related to various agency contracting processes.",Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Doctorate Not Required
113,https://www.naukri.com/job-listings-Mobile-Architect-Fareportal-India-Pvt-Ltd-Gurugram-4-to-8-years-051017900578?src=jobsearchDesk&sid=15083169231875&xp=17,Mobile Architect,Fareportal India Pvt Ltd.,4 - 8 yrs,Gurugram,Not Disclosed by Recruiter,,Posted 13 days ago,10,108,Not Disclosed by Recruiter,Travel  /    Hotels  /    Restaurants  /    Airlines  /    Railways,IT Software - Mobile,Programming & Design,Technical Architect,"Android,IOS,Apple,IPhone,Architectural Design,Memory Management,Mobile Applications,Mobile Application Development,Product Marketing,Blackberry,Mobile Apps Architect,iOS App Architecture,Content Management ","Very hands-on with 4+ years developing native iOS apps, including 1+ years developing e commerce apps using Objective-C. Familiarity with Android/Java. Understanding of SOA Architecture and prior experience before background in developing services at some point in career (WCF/ASP.NET, Java, Node.js) Familiar with Cloud concepts (AWS/Firebase etc) 4+ years experience architecting service driven mobile applications. Should have at least 3+ Apps deployed in Apple App Store or Google Play 2+ years experience with eCommerce, payment technologies (Apple Pay, Google Wallet, etc) Experience with memory optimization Complete familiarity with XCode. Android Studio Experience in Google Analytics/Omniture, ad/referral tracking systems (Kochava, AppsFlyer...) Experience with Push Notifications (Urban Airship, Kahuna, Branch.io, Firebase...) Good understanding and experience with iOS/Android security (building secure containers, understanding keychains, app sandbox) Passion for technology and driven to keep up with the latest updates and SDK features from Apple/Google. Experience with continuous integration Experience with test driven development environments for mobile application Proven track-record of working with offshore development teams and delivery. Process-oriented with Experience in Agile/Scrum Mobile Application development. Experience working closely with Business and Design teams. Good understanding of iOS Human Interface Design/Android material Design. Proficient in authoring, editing and presenting technical/architecture documents. Excellent verbal communication skills including presentation to tech and management audiences Ability to effectively present information to team members and management, customers and prospects. Excellent team building, people and management skills. Exceptional organization skills and attention to detail Must be self-starter, proactive and willing to learn and grow with the business. Ability to work well under pressure and manage multiple tasks simultaneously. Must demonstrate a hands-on approach, attention to detail and results orientationWhat we offer Plenty of vacation time Free transportation Complimentary meals Recreation lounge Team building activities Fun team outings Unlimited coffee",Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Doctorate Not Required
114,https://www.naukri.com/job-listings-Business-Development-Executive-IT-Service-Sales-Day-Shift-DamcoSoft-Pvt-Ltd-Hyderabad-1-to-2-years-051017900315?src=jobsearchDesk&sid=15083169231875&xp=18,Business Development Executive - IT Service Sales Day Shift.,DamcoSoft Pvt Ltd,1 - 2 yrs,Hyderabad,Not Disclosed by Recruiter,,Posted 13 days ago,141,453,Not Disclosed by Recruiter,IT-Software  /    Software Services,"Sales   ,     Retail   ,     Business Development",Corporate Sales,Sales Executive/Officer,"business development,inside sales,cold calling,lead generation,market research,service sales,sales support,development testing,Sales,Business Development Executive ",,"Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization",Any Postgraduate - Any Specialization,Doctorate Not Required
115,https://www.naukri.com/job-listings-Senior-Executive-Asst-Managers-PMO-VBA-SQL-Wipro-BPS-A-division-of-Wipro-Limited-Chennai-3-to-5-years-051017900103?src=jobsearchDesk&sid=15083169231875&xp=19,Senior Executive / Asst. Managers - PMO / VBA/ SQL,Wipro BPS (A division of Wipro Limited),3 - 5 yrs,Chennai,Not Disclosed by Recruiter,,Posted 13 days ago,539,1500+,Not Disclosed by Recruiter,BPO  /    Call Centre  /    ITES,"ITES   ,     BPO   ,     KPO   ,     LPO   ,     Customer Service   ,     Operations",Voice,Assistant Manager/Manager-(Technical),"Advanced Excel,Mba Finance,Macros,MIS Preparation,VBA,MIS Reporting,Data Management,Financial Management,Sop Preparation,Customer Centric ",,Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Doctorate Not Required
116,https://www.naukri.com/job-listings-Payroll-Executive-CAMPUS-EAI-INDIA-PRIVATE-LIMITED-Gurgaon-3-to-6-years-051017007883?src=jobsearchDesk&sid=15083169231875&xp=21,Payroll Executive,CAMPUS EAI (INDIA) PRIVATE LIMITED,3 - 6 yrs,Gurgaon,"2,00,000 - 5,00,000 P.A.",,Posted 13 days ago,82,574,"INR  2,00,000 - 5,00,000 P.A.",IT-Software  /    Software Services,"IT Software - Application Programming   ,     Maintenance",Other,Trainer/Faculty,"Accounting,Taxation,Finance,Benefits,Technical Training,Payroll,Salary,Law,Compensation ",Please refer to the Job description above,"Any Graduate - Any Specialization, B.Com - Commerce",,
117,https://www.naukri.com/job-listings-Tele-Marketing-Executive-Raam-Autobahn-India-Private-Limited-Hyderabad-2-to-4-years-051017006943?src=jobsearchDesk&sid=15083169231875&xp=22,"Tele Marketing Executive,",Raam Autobahn India Private Limited,2 - 4 yrs,Hyderabad,Not Disclosed by Recruiter,,Posted 13 days ago,Less than 10,165,Not Disclosed by Recruiter,Automobile  /    Auto Anciliary  /    Auto Components,Other,Other,"Permanent Job, Full Time","telemarketing,telecalling,customer engagement,front office,customer centric,communication skills ",Please refer to the Job description above,Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Any Doctorate - Any Specialization
118,https://www.naukri.com/job-listings-Indirect-Tax-Executive-Bal-Bathia-and-Co-Pune-Shiva-Nagar-1-to-4-years-051017006441?src=jobsearchDesk&sid=15083169231875&xp=23,Indirect Tax Executive,Bal Bathia and Co,1 - 4 yrs,Pune(Shiva Nagar),"1,75,000 - 3,00,000 P.A.",Openings: 2,Posted 13 days ago,35,274,"INR  1,75,000 - 3,00,000 P.A. Conveyance during office time will be re-imbursed",Accounting  /    Finance,"Accounts   ,     Finance   ,     Tax   ,     Company Secretary   ,     Audit",Accounts,Taxation(Indirect) Manager,"gst,indirect taxation,tally accountant,ms office expert ",CA Intermediate will also be considered,B.Com - Commerce,Post Graduation Not Required,
119,https://www.naukri.com/job-listings-Inside-Sales-Executive-TECH-MAHINDRA-GROWTH-FACTORIES-LIMITED-Noida-Sector-60-Noida-1-to-2-years-051017006076?src=jobsearchDesk&sid=15083169231875&xp=24,Inside Sales Executive,TECH MAHINDRA GROWTH FACTORIES LIMITED,1 - 2 yrs,Noida(Sector-60 Noida),"3,75,000 - 5,50,000 P.A.",Openings: 2,Posted 13 days ago,28,364,"INR  3,75,000 - 5,50,000 P.A.",Education  /    Teaching  /    Training,"Sales   ,     Retail   ,     Business Development",Pre Sales,Pre Sales Consultant,"Inside Sales,Outbound Calling,Sales Executive Activities,Big Data,Data Science,Sales Strategy,Student Counseling,Problem Solving,Communication Skills ",Please refer to the Job description above,Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Doctorate Not Required
120,https://www.naukri.com/job-listings-Steno-Typist-Office-Executive-D-Parikh-Engineering-Works-Mumbai-Marol-7-to-10-years-051017005288?src=jobsearchDesk&sid=15083169231875&xp=26,Steno Typist cum Office Executive,D. Parikh Engineering Works,7 - 10 yrs,Mumbai(Marol),Not Disclosed by Recruiter,,Posted 13 days ago,32,324,Not Disclosed by Recruiter,Construction  /    Engineering  /    Cement  /    Metals,"Executive Assistant   ,     Front Office   ,     Data Entry",Other,Stenographer/Data Entry Operator,"Office Executive,Typist,steno,stenographer ","Good command over English language, proficiency in use of M.S  Office Word/Excel/ email & internet.","B.Com - Commerce, B.A",,
121,https://www.naukri.com/job-listings-Digital-Marketing-Executive-Franchise-India-Holdings-Ltd-Faridabad-Surajkund-Bhadkal-Road-1-to-4-years-051017004760?src=jobsearchDesk&sid=15083169231875&xp=27,Digital Marketing Executive,Franchise India Holdings Ltd.,1 - 4 yrs,Faridabad(Surajkund Bhadkal Road),Not Disclosed by Recruiter,Openings: 1,Posted 13 days ago,40,434,Not Disclosed by Recruiter,Media  /    Entertainment  /    Internet,"Marketing   ,     Advertising   ,     MR   ,     PR   ,     Media Planning",Online/Digital Marketing,PPC  /Pay Per Click Specialist,"digital marketing,display advertising,ppc,social media ",Please refer to the Job description above,Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Doctorate Not Required
122,https://www.naukri.com/job-listings-Executive-Field-Operations-99acres-com-Walk-in-Info-Edge-India-Ltd-Kolkata-0-to-3-years-051017004498?src=jobsearchDesk&sid=15083169231875&xp=28,Executive - Field Operations : 99acres.com - Walk-in,Info Edge India Ltd.,0 - 3 yrs,Kolkata,"1,25,000 - 2,25,000 P.A.",,Posted 13 days ago,174,819,"INR  1,25,000 - 2,25,000 P.A.",Media  /    Entertainment  /    Internet,"ITES   ,     BPO   ,     KPO   ,     LPO   ,     Customer Service   ,     Operations",Back Office/Web/Transaction Processing,Associate/Senior Associate -(NonTechnical),"Field Operations,Fresher,Undergraduate,Sales,Operations,Backend,Data Entry,Verification ",1. 0-3 years experience in field work / marketing and verification process2. Willing to do field job3. Must have own vehicle,,Post Graduation Not Required,
123,https://www.naukri.com/job-listings-Administration-Executive-Wildcraft-India-Pvt-Ltd-Bengaluru-1-to-2-years-051017004070?src=jobsearchDesk&sid=15083169231875&xp=30,Administration Executive,Wildcraft India Pvt. Ltd.,1 - 2 yrs,Bengaluru,Not Disclosed by Recruiter,,Posted 13 days ago,170,541,Not Disclosed by Recruiter,Retail  /    Wholesale,"HR   ,     Recruitment   ,     Administration   ,     IR",Administration/Facility Management,Executive/ Sr Executive - Administration,"Accounting,Finance,Payments,Retail,Claims Processing,Communication Skills ",Please refer to the Job description above,Any Graduate - Any Specialization,Post Graduation Not Required,Doctorate Not Required
124,https://www.naukri.com/job-listings-Executive-Accounts-finance-AIS-Business-Solutions-Private-Limited-Vadodara-3-to-6-years-051017003252?src=jobsearchDesk&sid=15083169231875&xp=31,Executive- Accounts/finance,AIS Business Solutions Private Limited,3 - 6 yrs,Vadodara,Not Disclosed by Recruiter,Openings: 1,Posted 13 days ago,245,648,Not Disclosed by Recruiter,KPO  /    Research  /    Analytics,"Accounts   ,     Finance   ,     Tax   ,     Company Secretary   ,     Audit",Accounts,Accounts Executive/Accountant,"accounting,accounts payable,accounts receivable,general ledger,finance,balance sheet,quick books,payroll processing,language skills ",Please refer to the Job description above,,,Doctorate Not Required
125,https://www.naukri.com/job-listings-Telecaller-Telecalling-Executive-female-Urgent-Requirement-FinMen-AdvisorsPvt-Ltd-Mumbai-Mumbai-Suburbs-1-to-4-years-051017002586?src=jobsearchDesk&sid=15083169231875&xp=32,Telecaller / Telecalling Executive (female)- Urgent Requirement,FinMen AdvisorsPvt Ltd,1 - 4 yrs,"Mumbai,    Mumbai Suburbs","1,50,000 - 2,25,000 P.A.",Openings: 1,Posted 13 days ago,Less than 10,177,"INR  1,50,000 - 2,25,000 P.A. Incentives and Bonus will be extra",Banking  /    Financial Services  /    Broking,"Sales   ,     Retail   ,     Business Development",Sales Support,Telesales/Telemarketing Executive/Officer,"Lead Generation,Marketing,Cold Calling,Outbound Calling,Telecalling,Customer Relationship,MIS Reporting ",1. Person with good communication skill and presentable2. Should keen to work as target will be there.3. Experience from BPO.4. Should know/ willing to do data extraction and make list for calling.,Any Graduate - Any Specialization,,
126,https://www.naukri.com/job-listings-Sr-Executive-Executive-Content-Operations-Shiksha-com-Info-Edge-India-Ltd-Noida-0-to-3-years-051017002220?src=jobsearchDesk&sid=15083169231875&xp=33,Sr Executive/ Executive Content Operations- Shiksha.com,Info Edge India Ltd.,0 - 3 yrs,Noida,Not Disclosed by Recruiter,Openings: 2,Posted 13 days ago,68,444,Not Disclosed by Recruiter,Education  /    Teaching  /    Training,Other,Other,"Permanent Job, Full Time","Operations,Content ","Requirements:Graduates /Post Graduates with 0-3 years of Exp. Must have good oral and written communication skillsProficient in Microsoft Office Products including Excel, Access, Word, PowerPointExperience in education industry will be preferred",Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,
127,https://www.naukri.com/job-listings-Sr-Executive-Accounts-Event-Sculptors-Mumbai-2-to-5-years-051017001563?src=jobsearchDesk&sid=15083169231875&xp=34,Sr. Executive - Accounts,Event Sculptors,2 - 5 yrs,Mumbai,Not Disclosed by Recruiter,Openings: 1,Posted 13 days ago,591,1364,Not Disclosed by Recruiter,Advertising  /    PR  /    MR  /    Event Management,"Accounts   ,     Finance   ,     Tax   ,     Company Secretary   ,     Audit",Accounts,Accounts Executive/Accountant,"general ledger accounting,bank reconciliation,purchase entry,sales entry,tds,taxation,cash book,vouchers,tally erp ","Excellence in Tally software & Microsoft office [Excel]Thorough knowledge of GST, TDS  Calculations, Payment and return filingWell organized and time managementExcellent reporting skills and sincere about following company rules, regulations and formats","Any Graduate - Any Specialization, B.Com - Commerce",,
128,https://www.naukri.com/job-listings-Urgently-Looking-for-a-BDM-Sales-Executives-in-Bangalore-Skill-2-Source-Bengaluru-6-to-8-years-051017001010?src=jobsearchDesk&sid=15083169231875&xp=35,Urgently Looking for a BDM / Sales Executives in Bangalore,Skill 2 Source,6 - 8 yrs,Bengaluru,"5,00,000 - 9,00,000 P.A.",Openings: 6,Posted 13 days ago,54,316,"INR  5,00,000 - 9,00,000 P.A.",IT-Software  /    Software Services,"Sales   ,     Retail   ,     Business Development",Retail Sales,Sales/Business Development Manager,"Sales Management,Business Development Management,Bdm,Bd,Field Sales,Lead Generation,Business Generation,CRM,Account Management,Relationship Building ",Please refer to the Job description above,Any Graduate - Any Specialization,,
129,https://www.naukri.com/job-listings-Salesforce-Technical-Architect-Apex-visual-Force-Altimetrik-India-9-to-14-years-041017901256?src=jobsearchDesk&sid=15083169231875&xp=37,Salesforce Technical Architect - Apex/visual Force,Altimetrik,9 - 14 yrs,India,Not Disclosed by Recruiter,,Posted 14 days ago,31,131,Not Disclosed by Recruiter,IT-Software  /    Software Services,"IT Software - Application Programming   ,     Maintenance",Programming & Design,Technical Architect,"apex,visualforce,force.com,salesforce.com,data migration,solution design,gap analysis,business process ","Should Have 9 + Years Of It Experience - Should Be Working With Business / It Groups And Technical Teams To Successfully Design And Manage Solutions Leveraging The Full Power Of The Force.Com Platform And Integration With Existing Systems.- - Should Be A Technical Leader And Responsibility For Documenting Solution And Interface Designs, Designing Solutions In Accordance To Best Practices, And Leading Technical Teams Through The Build, Test And Deployment Of The Solution.- - Should Have Minimum 6+ Years Of Experience Implementing Enterprise Level Projects In Salesforce.Com / Force.Com Platform - Minimum Of 4 End To End Integration Project Work Experience - Developer (401) Certification Is Mandatory.- - Expertise In Creating Custom User Interfaces With Visual Force, Developing Custom Business Logic In Apex- - Great Understanding Of All Salesforce.Com And Force.Com Features And Other Related Salesforce.Com Product And Appexchange Product Offerings- - Dev 501, Sales And Service Cloud Consultant Certification Is Appreciated- - Excellent Verbal And Written Communication Skills And The Ability To Interact Professionally With A Diverse Group Of It Executives, Managers, And Business Leaders And Sme'S.",Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Doctorate Not Required
130,https://www.naukri.com/job-listings-Senior-Executive-Assistant-Manager-Bulk-and-Packed-Oil-Louis-Dreyfus-Company-India-Private-Limited-Kandla-5-to-10-years-041017901010?src=jobsearchDesk&sid=15083169231875&xp=38,Senior Executive/ Assistant Manager - Bulk and Packed Oil,Louis Dreyfus Company India Private Limited,5 - 10 yrs,Kandla,Not Disclosed by Recruiter,,Posted 14 days ago,202,527,Not Disclosed by Recruiter,Courier  /    Transportation  /    Freight  /    Warehousing,"Supply Chain   ,     Logistics   ,     Purchase   ,     Materials",Logistics,Logistics Manager,"Product Sales,Logistics,Production Department,Supply Planning,Material Planning,Dispatch Planning,Direct Sales,Sales Planning,Sales Support,Commercial Activities ",Designation: Sr. Executive/ Assistant Manager  Bulk and Packed OilLocation: KandlaDepartment: Domestic ExecutionReporting: Manager Logistics  Qualification: Graduate/MAB (Graduate with Accounting & Commercial)Experience: 5 Plus,"Any Graduate - Any Specialization, B.Com - Commerce",MBA/PGDM - Any Specialization,Doctorate Not Required
131,https://www.naukri.com/job-listings-Accounts-Executive-WowTables-Startup-Mumbai-1-to-3-years-041017900147?src=jobsearchDesk&sid=15083169231875&xp=39,Accounts Executive,WowTables - Startup,1 - 3 yrs,Mumbai,Not Disclosed by Recruiter,,Posted 14 days ago,55,445,Not Disclosed by Recruiter,Internet  /    Ecommerce,"Accounts   ,     Finance   ,     Tax   ,     Company Secretary   ,     Audit",Accounts,Accounts Executive/Accountant,"Accounting,Taxation,Tax Returns,Auditing,Finance,Balance Sheet,Profit,Loss,Provident Fund,Payments,Accounts,financial transactions,sales accounting,tally ","QualificationCandidate ProfileGood communication skills	Knowledge of sales accounting, tally	Multi-Tasker.",Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Doctorate Not Required
132,https://www.naukri.com/job-listings-Social-Media-Marketing-Executive-WowTables-Startup-Mumbai-0-to-2-years-041017900145?src=jobsearchDesk&sid=15083169231875&xp=40,Social Media Marketing Executive,WowTables - Startup,0 - 2 yrs,Mumbai,Not Disclosed by Recruiter,,Posted 14 days ago,148,709,Not Disclosed by Recruiter,Internet  /    Ecommerce,"Marketing   ,     Advertising   ,     MR   ,     PR   ,     Media Planning",Online/Digital Marketing,Search Engine Optimisation /SEO Specialist,"Social Media Marketing,Sales,Online Marketing,Media Strategy,Customer Relationship,Content Management,social media strategy,social media,social networking,web design,web development ","QualificationProven working experience in social media or related field	Excellent consulting, writing, editing (photo/video/text), presentation and communication skills	Demonstrable social networking experience and social analytics tools knowledge	Adequate knowledge of web design, web development, CRO and SEO	Knowledge of online marketing and good understanding of major marketing channels	Positive attitude, detail and customer oriented with good multitasking and organisational ability	Fluency in English.",Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Doctorate Not Required
133,https://www.naukri.com/job-listings-Marketing-Executive-Startup-WowTables-Mumbai-0-to-2-years-041017900138?src=jobsearchDesk&sid=15083169231875&xp=41,Marketing Executive,Startup-WowTables,0 - 2 yrs,Mumbai,Not Disclosed by Recruiter,,Posted 14 days ago,185,703,Not Disclosed by Recruiter,Internet  /    Ecommerce,"Marketing   ,     Advertising   ,     MR   ,     PR   ,     Media Planning",Marketing,Direct Marketing Executive,"Marketing Communication,Advertising,Events,Strategic Marketing,Offline Marketing,Campaigns,Public Relations,Consumer Marketing,Social Media,Strategy ","QualificationDrive and determinationGood communication skills, both written and verbalA creative approach to new campaignsGood negotiating and interpersonal skillsStrong organisational skillsCommercial awareness, for pricing and analysing dataGood numeracy skills and a knowledge of statistics Reporting to : DirectorWork hours : 9 hours a day, 6 days a week",Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Doctorate Not Required
134,https://www.naukri.com/job-listings-Logistic-Executive-Teemper-Lifestyle-Startup-Mumbai-2-to-4-years-041017900043?src=jobsearchDesk&sid=15083169231875&xp=42,Logistic Executive,Teemper Lifestyle - Startup,2 - 4 yrs,Mumbai,Not Disclosed by Recruiter,,Posted 14 days ago,711,1232,Not Disclosed by Recruiter,Internet  /    Ecommerce,"Supply Chain   ,     Logistics   ,     Purchase   ,     Materials",Logistics,Logistics Executive,"Logistics,Courier,Shipment,Dispatch,Master Data,MS Outlook,Logistics Executive ",,Any Graduate - Any Specialization,Any Postgraduate - Any Specialization,Doctorate Not Required
