,Actual_Job_Link,Company_Name,Design_Role,Doctorate,Experience,Functional_Area,Industry,Job_Application,Job_Link,Job_Post,Job_Title,Job_View,Key_Skills,Location,Num_Openings,PG,Role_Category,Salary,SalaryI,Skill_Experience,UG
0,https://www.naukri.com/job-listings-Data-Scientist-Perl-python-niki-ai-Bengaluru-3-to-6-years-181017900094,niki.ai,Data Analyst,Doctorate Not Required,3 - 6 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,Less than 10,https://www.naukri.com/job-listings-Data-Scientist-Perl-python-niki-ai-Bengaluru-3-to-6-years-181017900094?src=jobsearchDesk&sid=15083094317409&xp=2,Posted Just Now,Data Scientist - Perl/python,Less than 10,"Machine Learning,Python,Data Analysis,Statistical Analysis,Algorithms,Software Development,Application Software,Perl,Ruby,data ingestion ",Bengaluru,,"M.Tech - Any Specialization, MS/M.Sc(Science) - Any Specialization",Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Qualifications and Skills :1. B.tech/MS or equivalent degree in a quantitative discipline.2. 3-5 years of experience in a relevant industry.3. Building and maintaining data ingestion and processing pipelines.4. Familiarity and ease in using at least one of the scripting languages - Python, Perl, Ruby etc.5. Ability to coordinate and work with multiple departments",B.Tech/B.E. - Any Specialization
1,https://www.naukri.com/job-listings-Data-Scientist-Brillio-Technologies-Pvt-Ltd-Bengaluru-2-to-5-years-161017902217,Brillio Technologies Pvt. Ltd,Research Scientist,,2 - 5 yrs,"Medical   ,     Healthcare   ,     R&D   ,     Pharmaceuticals   ,     Biotechnology",IT-Software  /    Software Services,14,https://www.naukri.com/job-listings-Data-Scientist-Brillio-Technologies-Pvt-Ltd-Bengaluru-2-to-5-years-161017902217?src=jobsearchDesk&sid=15083094317409&xp=3,Posted 1 day ago,Data Scientist,166,"Analytics,Data analysis,Python,Visualization,Algorithms,Text mining,Analytical techniques,big data,Business Executive,SAS SQL ",Bengaluru,,Post Graduation Not Required,R&D,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,Any Graduate - Any Specialization
2,https://www.naukri.com/job-listings-Senior-Data-Scientist-Data-Scientist-Knorex-India-Pune-Hadapsar-3-to-6-years-181017000490,Knorex India,System Analyst,Doctorate Not Required,3 - 6 yrs,IT Software - System Programming,IT-Software  /    Software Services,Less than 10,https://www.naukri.com/job-listings-Senior-Data-Scientist-Data-Scientist-Knorex-India-Pune-Hadapsar-3-to-6-years-181017000490?src=jobsearchDesk&sid=15083094317409&xp=4,Posted Just Now,"Senior Data Scientist, Data Scientist,",Less than 10,"python,machine learning,r,algorithms,java,marketing,analytics,predictive modeling,advertising,statistical analysis,data management,data analysis ",Pune(Hadapsar),Openings: 1,"M.Tech - Computers, Post Graduation Not Required",Programming & Design,"INR  4,25,000 - 9,25,000 P.A.","4,25,000 - 9,25,000 P.A.",Please refer to the Job description above,B.Tech/B.E. - Computers
3,https://www.naukri.com/job-listings-Data-Scientist-GoPaisa-Netventures-Pvt-Ltd-New-Delhi-Jasola-3-to-5-years-161017900264,GoPaisa Netventures Pvt Ltd,Database Architect/Designer,Doctorate Not Required,3 - 5 yrs,"IT Software - eCommerce   ,     Internet Technologies",Internet  /    Ecommerce,Less than 10,https://www.naukri.com/job-listings-Data-Scientist-GoPaisa-Netventures-Pvt-Ltd-New-Delhi-Jasola-3-to-5-years-161017900264?src=jobsearchDesk&sid=15083094317409&xp=5,Posted 2 days ago,Data Scientist,108,"mysql,solr,git,web technologies,performance tuning,data scientist,data Structure,design,databases,Linux,agile ","New Delhi,    Jasola",,"M.Tech - Any Specialization, MCA - Computers",Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Qualification	-B-Tech , MCA , M-Tech",B.Tech/B.E. - Any Specialization
4,https://www.naukri.com/job-listings-Data-Engineer-analyst-scientist-Big-Data-IDS-Infotech-Ltd-Chandigarh-2-to-4-years-181017000683,IDS Infotech Ltd.,Software Developer,,2 - 4 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,Less than 10,https://www.naukri.com/job-listings-Data-Engineer-analyst-scientist-Big-Data-IDS-Infotech-Ltd-Chandigarh-2-to-4-years-181017000683?src=jobsearchDesk&sid=15083094317409&xp=6,Posted Just Now,Data Engineer/analyst/scientist (Big Data),Less than 10,"Big Data Engineer,Big Data Developer,Big Data Consultant ",Chandigarh,Openings: 1,"M.Tech - Computers, MCA - Computers",Programming & Design,"INR  4,00,000 - 8,00,000 P.A.","4,00,000 - 8,00,000 P.A.",Please refer to the Job description above,"B.Tech/B.E. - Computers, BCA - Computers"
5,https://www.naukri.com/job-listings-Data-Scientist-Inkredo-Startup-Gurgaon-1-to-3-years-171017901438,Inkredo - Startup,Database Architect/Designer,Doctorate Not Required,1 - 3 yrs,"IT Software - DBA   ,     Datawarehousing",Internet  /    Ecommerce,11,https://www.naukri.com/job-listings-Data-Scientist-Inkredo-Startup-Gurgaon-1-to-3-years-171017901438?src=jobsearchDesk&sid=15083094317409&xp=8,Posted 1 day ago,Data Scientist,68,"software solutions,data scientist,NLP,data science model,PostgreSQL,API development,relational database,Python,Django,Design ",Gurgaon,,Any Postgraduate - Any Specialization,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Experience:  Experience in NLP, network analysis, or geospatial analysis  Experience with maintaining data science models in a production environmentRequirements:  Excellent ability to prioritize & communicate in a fast-paced environment  Experience in working on backend platforms using R, Python (Django)  Strong relational database experience (PostgreSQL)  Strong familiarity with AWS (EC2, S3, RDS, ELB)  Working knowledge in API development for mobile/ web use","Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization"
6,https://www.naukri.com/job-listings-Data-Scientist-SQL-Hive-Pig-xtLytics-Delhi-NCR-Noida-5-to-10-years-131017901845,xtLytics,DBA,Doctorate Not Required,5 - 10 yrs,"IT Software - DBA   ,     Datawarehousing",IT-Software  /    Software Services,36,https://www.naukri.com/job-listings-Data-Scientist-SQL-Hive-Pig-xtLytics-Delhi-NCR-Noida-5-to-10-years-131017901845?src=jobsearchDesk&sid=15083094317409&xp=9,Posted 5 days ago,Data Scientist - SQL/ Hive/ Pig,227,"Hive,Data Science,Machine Learning,R,SQL,Data Mining,Data Visualization,Algorithms,Data Collection,Communication Skills ","Delhi NCR,    Noida",,Any Postgraduate - Any Specialization,Admin/Maintenance/Security/Datawarehousing,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Education- A Bachelor's degree in a quantitative discipline, example Engineering, Mathematics, Statistics, etc. (Tier-1 is preference).Work Experience- A minimum of 5 Year fulltime work experience is required.Location: Noida","B.Tech/B.E. - Any Specialization, B.Sc - Any Specialization, Maths, Statistics, B.A - Any Specialization, Maths, Statistics"
7,https://www.naukri.com/job-listings-Tacit-DDC-Lead-Data-Scientist-Shell-India-Markets-Private-Limited-Bengaluru-12-to-14-years-171017901222,Shell India Markets Private Limited,Data Analyst,Ph.D,12 - 14 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,Less than 10,https://www.naukri.com/job-listings-Tacit-DDC-Lead-Data-Scientist-Shell-India-Markets-Private-Limited-Bengaluru-12-to-14-years-171017901222?src=jobsearchDesk&sid=15083094317409&xp=10,Posted 1 day ago,Tacit- DDC- Lead Data Scientist,120,"data science,data analytics,agile,machine learning,lean,execution,project management,customer satisfaction,analytical ability,R,Python,MatLab,SAS ",Bengaluru,Openings: 1,"MBA/PGDM - Any Specialization, M.Tech - Any Specialization, Computers, MS/M.Sc(Science) - Computers, Maths, Statistics",Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Requirements:	Skills & Requirements:    Bachelor or master degree in statistics, mathematics, theoretical science, operational research or computer science    MBA/ PHD in relevant domain is strongly preferred    Experience- 12+ years    Significant experience in data science delivery in a corporate environment    Must have strong technical skills and direct, hands-on experience of developing advanced analytics algorithms/models.    Skilled in analytics    Skilled in data design integrity    Skilled in value exploitation    Awareness of lifecycle and data management is desirable    Awareness of information and data strategy and governance is desirable    Commercial skills are an advantage.    Have strong interpersonal, communication, facilitation and presentation skills. Is experienced in communicating with business at all levels.                                                                                                                                                                                            Job Experience Requirements:Candidates for the position should have experience in the delivery of analytics solutions within business or industry.Position requires business knowledge of:     Hands-on code development (R, Python, MatLab, SAS).    Use of advanced analytics technology in the context of application deployment    Expertise in data source extraction (ETL) is also strongly preferable (HANA, SQL, Oracle, SharePoint, Hadoop, Spark)Job Competence Requirements:These are maximum requirements so room should be allowed for in-role development.I&D Value Exploitation: SkillI&D Strategy & Governance: SkillI&D Design Integrity:SkillI&D Lifecycle & Quality Management:KnowledgeI&D Business Analytics: Mastery.","B.Tech/B.E. - Computers, B.Sc - Computers, Maths, Statistics"
8,https://www.naukri.com/job-listings-Data-Scientist-R-Statistical-Modelling-IIT-NIT-Kafal-Software-Delhi-NCR-4-to-9-years-131017901840,Kafal Software,Data Analyst,Doctorate Not Required,4 - 9 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,29,https://www.naukri.com/job-listings-Data-Scientist-R-Statistical-Modelling-IIT-NIT-Kafal-Software-Delhi-NCR-4-to-9-years-131017901840?src=jobsearchDesk&sid=15083094317409&xp=11,Posted 5 days ago,Data Scientist - R/ Statistical Modelling - IIT/ NIT,248,"Data Analysis,Data Mining,R,Statistical Modeling,Machine Learning,Advanced Analytics,Excel,Business Intelligence,Hadoop,Open Source ",Delhi NCR,,Any Postgraduate - Any Specialization,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,IITs and NITs preferred,B.Tech/B.E. - Any Specialization
9,https://www.naukri.com/job-listings-Data-Scientist-Digital-Intelligence-COE-FedEX-Express-Transportation-Supply-ChainServices-I-Pvt-Ltd-Mumbai-2-to-7-years-060917003158,FedEX Express Transportation & Supply ChainServices (I) Pvt Ltd,Other,Doctorate Not Required,2 - 7 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,954,https://www.naukri.com/job-listings-Data-Scientist-Digital-Intelligence-COE-FedEX-Express-Transportation-Supply-ChainServices-I-Pvt-Ltd-Mumbai-2-to-7-years-060917003158?src=jobsearchDesk&sid=15083094317409&xp=13,Posted Today,Data Scientist -  Digital Intelligence COE,2500+,"hadoop,hive,data analysis,oozie,flume,sql,sqoop,big data,cassandra,scala,spark,flink,hortonworks,map reduce,hbase,mongo db,NOSQL,Statistics,statistical modelling,Modelling,Data Scientist,Data Science ",Mumbai,,Post Graduation Not Required,Other,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,"B.Tech/B.E. - Any Specialization, BCA - Computers, B.Sc - Computers, Electronics, Maths, Physics, Statistics"
10,https://www.naukri.com/job-listings-Looking-for-Data-Scientist-for-Chennai-Yellow-Box-HR-Services-Pvt-Ltd-Chennai-6-to-11-years-171017005165,Yellow Box HR Services Pvt. Ltd.,Data Analyst,Doctorate Not Required,6 - 11 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,10,https://www.naukri.com/job-listings-Looking-for-Data-Scientist-for-Chennai-Yellow-Box-HR-Services-Pvt-Ltd-Chennai-6-to-11-years-171017005165?src=jobsearchDesk&sid=15083094317409&xp=15,Posted 1 day ago,Looking for Data Scientist for Chennai,80,"Text Analytics,Statistical Modeling,R,Machine Learning,SAS,Python,Data Analytics,Data Scientist,data science,analytics,statistics ",Chennai,,Post Graduation Not Required,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,Any Graduate - Any Specialization
11,https://www.naukri.com/job-listings-NLP-Scientist-Data-Mining-machine-Learning-Premium-India-5-to-10-years-171017901624,Premium  hiring for Client of Rinalytics Advisors,Data Analyst,"Ph.D - Maths, Statistics, Economics",5 - 10 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,Less than 10,https://www.naukri.com/job-listings-NLP-Scientist-Data-Mining-machine-Learning-Premium-India-5-to-10-years-171017901624?src=jobsearchDesk&sid=15083094317409&xp=18,Posted 1 day ago,NLP Scientist - Data Mining/machine Learning,45,"machine learning,information retrieval,neural networks,nlp,data mining,regression analysis,Data Analyst ",India,,"MS/M.Sc(Science) - Maths, Statistics, M.Tech - Any Specialization",Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,B.Tech/B.E. - Any Specialization
12,https://www.naukri.com/job-listings-Data-Scientist-It-internet-online-Premium-Delhi-NCR-Gurgaon-5-to-9-years-161017902522,Premium,Data Analyst,Doctorate Not Required,5 - 9 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,Less than 10,https://www.naukri.com/job-listings-Data-Scientist-It-internet-online-Premium-Delhi-NCR-Gurgaon-5-to-9-years-161017902522?src=jobsearchDesk&sid=15083094317409&xp=19,Posted 2 days ago,Data Scientist - It/internet/online,179,"Hive,HBase,NoSQL,Pig,Cassandra,Big Data,SQL,Machine Learning,Data Science,MongoDB ","Delhi NCR,    Gurgaon",,M.Tech - Any Specialization,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Reporting To - Department Head Qualification - B.Tech or M.Tech Local candidates from NCR region will be preferred. Prior Work Experience : - Should have 5 to 9 yrs of experience - Should have minimum 3 years of experience as a Data Scientist,B.Tech/B.E. - Any Specialization
13,https://www.naukri.com/job-listings-SDM-BPS-Analytics-data-Scientist-BPO-Premium-Hyderabad-7-to-10-years-161017900934,Premium  hiring for Client of Elements Manpower Solutions,Analytics Manager,Doctorate Not Required,7 - 10 yrs,Analytics & Business Intelligence,BPO  /    Call Centre  /    ITES,Less than 10,https://www.naukri.com/job-listings-SDM-BPS-Analytics-data-Scientist-BPO-Premium-Hyderabad-7-to-10-years-161017900934?src=jobsearchDesk&sid=15083094317409&xp=20,Posted 2 days ago,SDM - BPS Analytics/data Scientist - BPO,172,"R,Pattern Recognition,SAS,Web Analytics,Digital Marketing,Linear Regression,Data Analysis,Predictive Modeling,Machine Learning,Contact Center ",Hyderabad,,"M.A - Statistics, Economics, MS/M.Sc(Science) - Statistics, MBA/PGDM - Finance, Systems",Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,Any Graduate - Any Specialization
14,https://www.naukri.com/job-listings-Data-Scientist-R-Python-with-Machine-Learning-Expert-Pune-Mississippi-Consultants-Pune-5-to-10-years-080917006060,Mississippi Consultants,Data Analyst,Ph.D - Advertising/Mass Communication,5 - 10 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,249,https://www.naukri.com/job-listings-Data-Scientist-R-Python-with-Machine-Learning-Expert-Pune-Mississippi-Consultants-Pune-5-to-10-years-080917006060?src=jobsearchDesk&sid=15083094317409&xp=21,Posted 2 days ago,Data Scientist R & Python with Machine Learning Expert @ Pune,899,"r,python,Machine Learning ",Pune,Openings: 10,"M.Tech - Any Specialization, MS/M.Sc(Science) - Any Specialization",Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,B.Tech/B.E. - Any Specialization
15,https://www.naukri.com/job-listings-Principal-Data-Scientist-IIT-NIT-CA-India-Technologies-Private-Limited-Hyderabad-7-to-12-years-111017002473,CA (India) Technologies Private Limited,Team Lead/Technical Lead,,7 - 12 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,30,https://www.naukri.com/job-listings-Principal-Data-Scientist-IIT-NIT-CA-India-Technologies-Private-Limited-Hyderabad-7-to-12-years-111017002473?src=jobsearchDesk&sid=15083094317409&xp=22,Posted 7 days ago,Principal Data Scientist - IIT / NIT,392,"Java,Product Sales,Software Development,Artificial Intelligence,MS SQL,Operating Systems,Software Engineering,Software Design,Machine Learning,Product Management ",Hyderabad,,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,B.Tech/B.E. - Any Specialization
16,https://www.naukri.com/job-listings-Senior-Data-Scientist-Bundl-Technologies-Pvt-Ltd-Bengaluru-3-to-6-years-131017900903,Bundl Technologies Pvt Ltd,Data Analyst,Doctorate Not Required,3 - 6 yrs,Analytics & Business Intelligence,BPO  /    Call Centre  /    ITES,16,https://www.naukri.com/job-listings-Senior-Data-Scientist-Bundl-Technologies-Pvt-Ltd-Bengaluru-3-to-6-years-131017900903?src=jobsearchDesk&sid=15083094317409&xp=23,Posted 5 days ago,Senior Data Scientist,229,"Data Science,Data Scientist,Python,R,Spark,machine learning,statistics ",Bengaluru,,"M.Tech - Computers, MCA - Computers, MS/M.Sc(Science) - Computers, Maths, Statistics",Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"What are we looking for?An ideal candidate should have strong depth and breadth of knowledge in different areas of machine learning, statistics as well as reasonable programming skills. Other desired skills and traits are:- Strong fundamentals in machine learning, general statistics and data science principles- Excellent problem solving skills, with ability to communicate even complex ideas in succinct manner- Strong work ethics like sense of collaboration and ownership, result orientation, being team player- Proficiency in Python, R, Spark or related tools used from data handling to modelling to implementing  Knowledge of statistical concepts related to data driven design like multivariate testing, DOEs- Experience in developing and implementing models/ algorithms in ecommerce/ consumer mobile app environment a plus- Previous experience in start-ups preferred- Masters or equivalent degree in Computer Science or Mathematics or Statistics, Applied Mathematics, or a related field with 1-5 yrs. experience or Bachelors with 2-6 yrs. experience in data sciences",Any Graduate - Any Specialization
17,https://www.naukri.com/job-listings-Senior-Data-Scientist-SAP-India-Pvt-Ltd-Bengaluru-5-to-10-years-121017901778,SAP India Pvt.Ltd,Team Lead/Technical Lead,,5 - 10 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,11,https://www.naukri.com/job-listings-Senior-Data-Scientist-SAP-India-Pvt-Ltd-Bengaluru-5-to-10-years-121017901778?src=jobsearchDesk&sid=15083094317409&xp=24,Posted 6 days ago,Senior Data Scientist Job,258,"Database,Scientific,ERP,Engineer,Embedded,Engineering,Technology ",Bengaluru,,"M.Tech - Computers, MCA - Computers",Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"M. S.  or Ph. D.  in Computer Science, Applied Mathematics, Statistics or related field  5 years professional experience in statistical modeling, machine learning, or data mining practice  SAP'S DIVERSITY COMMITMENT","B.Tech/B.E. - Computers, BCA - Computers, B.Sc - Computers"
18,https://www.naukri.com/job-listings-Data-Scientist-Nlp-big-Data-spark-ColorTokens-Inc-Bengaluru-7-to-10-years-121017900911,ColorTokens Inc,Data Analyst,Doctorate Not Required,7 - 10 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,28,https://www.naukri.com/job-listings-Data-Scientist-Nlp-big-Data-spark-ColorTokens-Inc-Bengaluru-7-to-10-years-121017900911?src=jobsearchDesk&sid=15083094317409&xp=25,Posted 5 days ago,Data Scientist - Nlp/big Data/spark,332,"Python,Algorithms,Javascript,MongoDB,C++,SAS,Cassandra,SCALA,R,MATLAB,Data Scientist ",Bengaluru,,"MCA - Computers, MS/M.Sc(Science) - Computers, M.Tech - Computers",Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,B.Tech/B.E. - Computers
19,https://www.naukri.com/job-listings-Data-Scientist-IBM-India-Pvt-Limited-Bengaluru-3-to-6-years-111017900841,IBM India Pvt. Limited,Bio/Pharma Informatics-Associate/Scientist,,3 - 6 yrs,"Medical   ,     Healthcare   ,     R&D   ,     Pharmaceuticals   ,     Biotechnology",IT-Software  /    Software Services,30,https://www.naukri.com/job-listings-Data-Scientist-IBM-India-Pvt-Limited-Bengaluru-3-to-6-years-111017900841?src=jobsearchDesk&sid=15083094317409&xp=26,Posted 6 days ago,Data Scientist,285,"Python,SAS,Algorithms,Agile,Online marketing,Service,Consulting,Analytics,Data analysis,Healthcare ",Bengaluru,,Post Graduation Not Required,R&D,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,Any Graduate - Any Specialization
20,https://www.naukri.com/job-listings-Senior-Data-Scientist-Text-Mining-Molecular-connections-Bengaluru-4-to-5-years-111017900528,Molecular connections,Software Developer,Ph.D - Computers,4 - 5 yrs,"IT Software - Embedded   ,     EDA   ,     VLSI   ,     ASIC   ,     Chip Design",IT-Software  /    Software Services,72,https://www.naukri.com/job-listings-Senior-Data-Scientist-Text-Mining-Molecular-connections-Bengaluru-4-to-5-years-111017900528?src=jobsearchDesk&sid=15083094317409&xp=27,Posted 6 days ago,Senior Data Scientist - Text Mining,448,"machine learning,natural language processing,text mining,r,artificial intelligence,data analytics,data scientist,data management,visualization,nlp,OpenNLP,LingPipe,UIMA,Solr,Lucene,MALLET,KNIME ",Bengaluru,,"M.Tech - Any Specialization, Computers, MS/M.Sc(Science) - Computers, MCA - Computers, Any Postgraduate - Any Specialization",Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,Any Graduate - Any Specialization
21,https://www.naukri.com/job-listings-Urgently-Hiring-for-Data-Scientist-Bebo-Technologies-Pvt-Ltd-Chandigarh-4-to-8-years-121017006738,Bebo Technologies Pvt Ltd.,Software Developer,,4 - 8 yrs,IT Software - Other,IT-Software  /    Software Services,16,https://www.naukri.com/job-listings-Urgently-Hiring-for-Data-Scientist-Bebo-Technologies-Pvt-Ltd-Chandigarh-4-to-8-years-121017006738?src=jobsearchDesk&sid=15083094317409&xp=32,Posted 6 days ago,Urgently Hiring for Data Scientist,266,"hadoop,hive,data analysis,sql database,mapreduce,data science,machine learning,spark,statistical modeling,data analyst,data mining,time series,java,python ",Chandigarh,Openings: 1,"M.Tech - Any Specialization, MCA - Computers, MS/M.Sc(Science) - Any Specialization, Statistics",Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,"B.Tech/B.E. - Any Specialization, Computers, Electrical"
22,https://www.naukri.com/job-listings-Data-Scientist-Decision-Minds-India-P-Ltd-Chennai-5-to-10-years-060617003796,Decision Minds India (P) Ltd,Other,,5 - 10 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,1500+,https://www.naukri.com/job-listings-Data-Scientist-Decision-Minds-India-P-Ltd-Chennai-5-to-10-years-060617003796?src=jobsearchDesk&sid=15083094317409&xp=34,Posted 6 days ago,Data Scientist,2500+,"Hive,Data Science,SQL,R,Machine Learning,Data Mining,Analytics,Statistics,SAS ",Chennai,,,Other,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,Any Graduate - Any Specialization
23,https://www.naukri.com/job-listings-Artificial-Intelligence-Specialist-data-Scientist-associate-Principal-Accenture-Solutions-Pvt-Ltd-Bengaluru-5-to-10-years-121017002936,Accenture Solutions Pvt Ltd,Head/VP/GM - Analytics & BI,"M.Phil., Other Doctorate, Ph.D",5 - 10 yrs,Analytics & Business Intelligence,KPO  /    Research  /    Analytics,11,https://www.naukri.com/job-listings-Artificial-Intelligence-Specialist-data-Scientist-associate-Principal-Accenture-Solutions-Pvt-Ltd-Bengaluru-5-to-10-years-121017002936?src=jobsearchDesk&sid=15083094317409&xp=36,Posted 6 days ago,Artificial Intelligence Specialist/data Scientist/associate Principal,312,"Machine Learning,Deep Learning,Natural Language Processing,Information Retrieval,NLP,Artificial Intelligence,Computer Vision,Algorithms,Research,Computer Architecture,Dialogue Interactive speech,text mining ",Bengaluru,Openings: 24,"M.Tech, MCA, Other",Senior Management,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,"B.Tech/B.E., B.Ed, BCA - Computers, B.Sc"
24,https://www.naukri.com/job-listings-Data-Scientist-Sr-Level-ICs-ManpowerGroup-Services-India-Private-Limited-Bengaluru-10-to-20-years-300917001477,ManpowerGroup Services India Private Limited  hiring for One of the leading Internet/ecommerce Companies,Data Analyst,,10 - 20 yrs,Analytics & Business Intelligence,Internet  /    Ecommerce,178,https://www.naukri.com/job-listings-Data-Scientist-Sr-Level-ICs-ManpowerGroup-Services-India-Private-Limited-Bengaluru-10-to-20-years-300917001477?src=jobsearchDesk&sid=15083094317409&xp=37,Posted 2 days ago,Data Scientist (Sr. Level ICs),1120,"Demand Forecasting,Time Series,Statistical Analysis,Supply Chain,Data Science,Fraud Detection,Key Skills ",Bengaluru,,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,"Any Graduate - Any Specialization, B.Tech/B.E. - Any Specialization, Computers"
25,https://www.naukri.com/job-listings-Data-Scientist-Sas-sql-spss-Talpro-Delhi-NCR-Bengaluru-8-to-12-years-241016900804,Talpro,Software Developer,,8 - 12 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,199,https://www.naukri.com/job-listings-Data-Scientist-Sas-sql-spss-Talpro-Delhi-NCR-Bengaluru-8-to-12-years-241016900804?src=jobsearchDesk&sid=15083094317409&xp=38,Posted 6 days ago,Data Scientist - Sas/sql/spss,1323,"SAS SQL,SPSS,C,Statistical Analysis,Statistics,Analytics,Front End ","Delhi NCR,    Bengaluru",,MBA/PGDM - Any Specialization,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,"B.Tech/B.E. - Any Specialization, B.Sc - Any Specialization, Maths, Statistics, Computers, B.A - Any Specialization, Economics, Maths, Statistics"
26,https://www.naukri.com/job-listings-Data-Scientist-Sas-sql-spss-Talpro-Delhi-NCR-Bengaluru-8-to-12-years-240816901314,Talpro,Software Developer,,8 - 12 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,302,https://www.naukri.com/job-listings-Data-Scientist-Sas-sql-spss-Talpro-Delhi-NCR-Bengaluru-8-to-12-years-240816901314?src=jobsearchDesk&sid=15083094317409&xp=39,Posted 6 days ago,Data Scientist - Sas/sql/spss,1367,"SAS SQL,SPSS,C,Excel Powerpoint,Statistical Analysis,Econometrics,Statistics,Web Technologies,Analytics,Front End,SAS,SQL,Databases ","Delhi NCR,    Bengaluru",,MBA/PGDM - Any Specialization,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above,"B.Tech/B.E. - Any Specialization, Computers, B.Sc - Maths"
27,https://www.naukri.com/job-listings-Data-Scientist-Sas-sql-spss-TalPro-Delhi-NCR-Bengaluru-8-to-12-years-210915901140,TalPro,Data Analyst,,8 - 12 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,151,https://www.naukri.com/job-listings-Data-Scientist-Sas-sql-spss-TalPro-Delhi-NCR-Bengaluru-8-to-12-years-210915901140?src=jobsearchDesk&sid=15083094317409&xp=40,Posted 6 days ago,Data Scientist - Sas/sql/spss,1075,"SAS SQL,SPSS,C,Statistical Analysis,Econometrics,Statistics,Web Technologies,Analytics,Front End,Data Scientist,SAS,Product Development ","Delhi NCR,    Bengaluru",,MBA/PGDM - Any Specialization,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,"B.Tech/B.E. - Computers, B.Sc - Computers, Maths, Statistics"
28,https://www.naukri.com/job-listings-Data-Scientist-SAS-SQL-SPSS-TalPro-Bengaluru-Delhi-NCR-8-to-12-years-180216900301,TalPro,Data Analyst,,8 - 12 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,263,https://www.naukri.com/job-listings-Data-Scientist-SAS-SQL-SPSS-TalPro-Bengaluru-Delhi-NCR-8-to-12-years-180216900301?src=jobsearchDesk&sid=15083094317409&xp=41,Posted 6 days ago,Data Scientist - SAS / SQL / SPSS,1135,"SAS SQL,SPSS,Excel Powerpoint,Statistical Analysis,Econometrics,Statistics,Analytics,Business Case,Product Development,Business Consulting ","Bengaluru,    Delhi NCR",,MBA/PGDM - Any Specialization,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,"B.Tech/B.E. - Any Specialization, Computers, B.Sc - Any Specialization, Computers, Maths, Statistics, B.A - Any Specialization, Economics, Maths, Statistics"
